#1							
#Basel							
# 48.34         7.45          283.7            1							
#							
# hy	Ta	G_Bh	G_Dh	RH	N	FF	DD
double tab1(1776,8)							
594	-1.75	0	0	61	100	14.98	305.22
595	-1.75	0	0	63	100	15.12	308.23
596	-1.75	0	0	65	100	15.35	309.29
597	-1.75	0	0	67	100	15.99	305.84
598	-1.75	0	0	66	100	15.19	306.33
599	-1.75	0	0	67	100	14.62	308
600	-1.75	0	0	69	100	14.26	312.95
601	-1.75	0	0	72	100	14.53	311.99
602	-1.75	0	0	74	100	14.8	311.05
603	-1.75	0	0	74	100	13.22	299.36
604	-1.75	0	0	74	100	11.3	292.48
605	-1.75	0	0	74	100	8.89	301.76
606	-1.75	0	0	75	100	6.99	304.51
607	-1.75	0	0	77	100	6.37	312.71
608	-1.75	0	0	80	100	5.69	304.7
609	-1.75	0	0	82	100	7.59	301.43
610	-1.75	0	0	85	100	10.63	298.3
611	-1.75	0	0	85	100	12.14	281.98
612	-1.75	0	0	76	100	10.74	283.57
613	-1.75	0	0	72	100	11.38	288.43
614	-1.75	0	0	59	100	23.4	269.12
615	-1.75	0	0	60	100	28.45	268.55
616	-1.75	0	0	60	100	28.44	270
617	-1.75	0	0	61	100	28.27	263.42
618	-1.75	0	0	67	100	26.28	260.54
619	-1.75	0	0	68	100	30.22	254.8
620	-1.75	0	0	70	100	28.36	246.04
621	-1.75	0	0	70	100	29.2	239.64
622	-1.75	0	0	64	100	31.57	225.92
623	-1.75	0	0	68	100	32.34	226.35
624	-1.75	0	0	71	100	37.68	225.77
625	-1.75	0	0	72	100	49.45	222.05
626	-1.75	0	0	68	100	58.18	220.99
627	-1.75	0	0	67	100	61.87	223.82
628	-1.75	0	0	66	100	63.02	228.94
629	-1.75	0	0	67	100	55.3	233.2
630	-1.75	0	0	73	100	45.94	237.8
631	-1.75	0	0	77	100	39.88	239.04
632	-1.75	0	0	82	100	39.68	233.86
633	-1.75	0	0	80	100	36.84	236.15
634	-1.75	0	0	84	100	47.8	247.88
635	-1.75	0	0	77	100	36.81	266.07
636	-1.75	0	0	69	100	29.57	266.51
637	-1.75	0	0	64	100	29.38	262.96
638	-1.75	0	0	68	100	19.83	273.12
639	-1.75	0	0	63	100	16.26	275.08
640	-1.75	0	0	61	100	13.7	273.01
641	-1.75	0	0	61	100	10.59	279.78
642	-1.75	0	0	66	100	6.49	289.44
643	-1.75	0	0	68	100	1.8	270
644	-1.75	0	0	70	100	3.62	185.71
645	-1.75	0	0	74	100	5.41	176.19
646	-1.75	0	0	80	100	6.57	170.54
647	-1.75	0	0	84	100	5.09	188.13
648	-1.75	0	0	89	100	8.4	239.04
649	-1.75	0	0	82	100	8.56	194.62
650	-1.75	0	0	84	100	6.64	192.53
651	-1.75	0	0	86	100	5.41	183.81
652	-1.75	0	0	86	100	4.35	204.44
653	-1.75	0	0	87	100	5.35	222.27
654	-1.75	0	0	87	100	7.73	242.24
655	-1.75	0	0	79	100	11.75	242.65
656	-1.75	0	0	77	100	11.5	249.86
657	-1.75	0	0	80	100	10.66	258.31
658	-1.75	0	0	78	100	10.5	264.09
659	-1.75	0	0	65	100	14.87	263.05
660	-1.75	0	0	67	100	22.68	270.91
661	-1.75	0	0	75	100	18.18	277.97
662	-1.75	0	0	68	100	11.38	304.7
663	-1.75	0	0	68	100	12.18	304.16
664	-1.75	0	0	67	100	12.26	310.24
665	-1.75	0	0	68	100	12.22	315
666	-1.75	0	0	67	100	9.45	319.64
667	-1.75	0	0	71	100	7.9	335.77
668	-1.75	0	0	70	100	6.85	3.01
669	-1.75	0	0	71	100	6.99	325.49
670	-1.75	0	0	75	100	9.45	319.64
671	-1.75	0	0	81	100	8.16	318.58
672	-1.75	0	0	84	100	7.1	300.47
673	-1.75	0	0	86	100	7.86	285.95
674	-1.75	0	0	87	100	8.47	282.26
675	-1.75	0	0	86	100	9.26	283.5
676	-1.75	0	0	83	100	9.5	294.62
677	-1.75	0	0	84	100	7.42	284.04
678	-1.75	0	0	82	100	7.92	270
679	-1.75	0	0	83	100	9.89	280.49
680	-1.75	0	0	92	100	11.53	268.21
681	-1.75	0	0	94	100	16.87	320.19
682	-1.75	0	0	91	100	22.31	349.78
683	-1.75	0	0	85	100	18.58	338.4
684	-1.75	0	0	73	100	16.58	325.62
685	-1.75	0	0	61	100	15.58	319.69
686	-1.75	0	0	56	100	15	300.26
687	-1.75	0	0	51	100	17.25	293.36
688	-1.75	0	0	49	100	20.99	300.96
689	-1.75	0	0	57	100	30.77	298.66
690	-1.75	0	0	69	100	26.21	285.95
691	-1.75	0	0	70	100	26.37	284.23
692	-1.75	0	0	72	100	27.34	279.09
693	-1.75	0	0	78	100	33.57	274.3
694	-1.75	0	0	82	100	31.68	270
695	-1.75	0	0	81	100	33.6	265.08
696	-1.75	0	0	86	100	35.64	261.87
697	-1.75	0	0	84	100	35.37	265.91
698	-1.75	0	0	85	100	36.76	267.19
699	-1.75	0	0	86	100	34.47	262.8
700	-1.75	0	0	87	100	32.91	259.92
701	-1.75	0	0	87	100	29.66	259.51
702	-1.75	0	0	82	100	27.35	249.18
703	-1.75	0	0	77	100	30.16	246.8
704	-1.75	0	0	73	100	35.5	247.34
705	-1.75	0	0	71	100	38.44	248
706	-1.75	0	0	68	100	39.15	245.56
707	-1.75	0	0	65	100	46.73	248.77
708	-1.75	0	0	63	100	55.44	251.45
709	-1.75	0	0	61	100	56.03	253.19
710	-1.75	0	0	64	100	35.86	252.47
711	-1.75	0	0	67	100	36.06	255.55
712	-1.75	0	0	68	100	36.5	255.14
713	-1.75	0	0	69	100	36.69	254.05
714	-1.75	0	0	70	100	35.76	253.02
715	-1.75	0	0	69	100	33.81	251.37
716	-1.75	0	0	69	100	30.4	251.35
717	-1.75	0	0	71	100	29.04	250.44
718	-1.75	0	0	72	100	28.55	246.99
719	-1.75	0	0	72	100	26.73	244.47
720	-1.75	0	0	72	100	24.31	242.68
721	-1.75	0	0	71	100	23.68	241.88
722	-1.75	0	0	70	100	25.28	241.98
723	-1.75	0	0	69	100	25.6	242.35
724	-1.75	0	0	69	100	24.8	244.18
725	-1.75	0	0	70	100	25.93	244.5
726	-1.75	0	0	72	100	24.02	240.36
727	-1.75	0	0	69	100	24.48	241.93
728	-1.75	0	0	70	100	26.58	245.17
729	-1.75	0	0	70	100	27.69	243.77
730	-1.75	0	0	65	100	29.95	244.36
731	-1.75	0	0	59	100	32.45	236.31
732	-1.75	0	0	57	100	33.41	232.88
733	-1.75	0	0	57	100	35.01	239.74
734	-1.75	0	0	59	100	32.17	238.27
735	-1.75	0	0	60	100	37.51	232.8
736	-1.75	0	0	60	100	33.43	247.85
737	-1.75	0	0	68	100	34.62	253.07
738	-1.75	0	0	75	100	32.67	251.37
739	-1.75	0	0	77	100	30.51	250.71
740	-1.75	0	0	79	100	28.12	256.68
741	-1.75	0	0	80	100	25.28	259.33
742	-1.75	0	0	81	100	25.35	258.53
743	-1.75	0	0	81	100	23.31	256.61
744	-1.75	0	0	82	100	23.8	259.54
745	-1.75	0	0	84	100	22.37	266.31
746	-1.75	0	0	86	100	19.52	275.29
747	-1.75	0	0	88	100	17.28	271.19
748	-1.75	0	0	88	100	16.58	267.51
749	-1.75	0	0	88	100	15.63	262.06
750	-1.75	0	0	87	100	14.33	258.41
751	-1.75	0	0	87	100	13.9	253.44
752	-1.75	0	0	85	100	15.28	254.98
753	-1.75	0	0	85	100	14.35	252.47
754	-1.75	0	0	81	100	17.31	253.07
755	-1.75	0	0	76	100	20.35	256.7
756	-1.75	0	0	76	100	23.08	266.42
757	-1.75	0	0	73	100	25.93	283.65
758	-1.75	0	0	81	100	18.88	325.1
759	-1.75	0	0	81	100	20.81	307.27
760	-1.75	0	0	78	100	22.83	322.05
761	-1.75	0	0	67	100	22.69	318.22
762	-1.75	0	0	67	100	22.55	321.48
763	-1.75	0	0	78	100	20.62	294.78
764	-1.75	0	0	73	100	20.14	294.27
765	-1.75	0	0	82	100	17.38	283.17
766	-1.75	0	0	86	100	17.67	273.5
767	-1.75	0	0	90	100	17.64	270
768	-1.75	0	0	87	100	17.37	275.95
769	-1.75	0	0	91	100	16.92	268.78
770	-1.75	0	0	88	100	19.8	270
771	-1.75	0	0	88	100	19.08	270
772	-1.75	0	0	89	100	18.45	264.4
773	-1.75	0	0	90	100	19.2	263.54
774	-1.75	0	0	89	100	20.28	263.88
775	-1.75	0	0	87	100	18.84	263.42
776	-1.75	0	0	87	100	18.06	265.43
777	-1.75	0	0	89	100	15.88	266.1
778	-1.75	0	0	86	100	15.88	266.1
779	-1.75	0	0	77	100	20.24	264.9
780	-1.75	0	0	70	100	21.35	264.19
781	-1.75	0	0	64	100	23.5	264.73
782	-1.75	0	0	58	100	8.28	270
783	-1.75	0	0	55	100	11.18	266.31
784	-1.75	0	0	52	100	11.44	257.28
785	-1.75	0	0	52	100	9	270
786	-1.75	0	0	58	100	5.24	254.05
787	-1.75	0	0	58	100	6.13	139.76
788	-1.75	0	0	64	100	9.73	141.01
789	-1.75	0	0	46	100	9.36	180
790	-1.75	0	0	47	100	9.42	186.58
791	-1.75	0	0	38	100	14.69	210.96
792	-1.75	0	0	32	100	9.59	214.29
793	-1.75	0	0	49	100	10.63	241.7
794	-1.75	0	0	69	100	34.15	222.44
795	-1.75	0	0	72	100	39.25	227.97
796	-1.75	0	0	78	100	36.25	235.52
797	-1.75	0	0	80	100	36.37	234.26
798	-1.75	0	0	78	100	36.4	224.6
799	-1.75	0	0	77	100	38.99	227.62
800	-1.75	0	0	76	100	39.09	220.14
801	-1.75	0	0	74	100	40.81	221.42
802	-1.75	0	0	73	100	44.04	225.33
803	-1.75	0	0	73	100	42.63	232.55
804	-1.75	0	0	73	100	44.44	243.02
805	-1.75	0	0	71	100	44.66	249.23
806	-1.75	0	0	72	100	31.82	248.08
807	-1.75	0	0	74	100	31.02	248.2
808	-1.75	0	0	75	100	32	252.99
809	-1.75	0	0	77	100	30.52	252.85
810	-1.75	0	0	78	100	28.73	254.74
811	-1.75	0	0	77	100	29.04	250.44
812	-1.75	0	0	78	100	46.57	294.19
813	-1.75	0	0	78	100	25.07	285.83
814	-1.75	0	0	83	100	22.78	264.56
815	-1.75	0	0	79	100	23.58	262.98
816	-1.75	0	0	81	100	21.29	251.26
817	-1.75	0	0	80	100	19.81	250.91
818	-1.75	0	0	81	100	17.65	249.72
819	-1.75	0	0	82	100	16.78	247.29
820	-1.75	0	0	83	100	17.76	252.3
821	-1.75	0	0	84	100	16.06	250.35
822	-1.75	0	0	84	100	15.78	242.85
823	-1.75	0	0	83	100	18.51	243.43
824	-1.75	0	0	82	100	17.6	239.24
825	-1.75	0	0	82	100	16.75	241.78
826	-1.75	0	0	80	100	18.9	252.26
827	-1.75	0	0	73	100	23.44	259.38
828	-1.75	0	0	69	100	23.54	263.85
829	-1.75	0	0	67	100	24.88	266.68
830	-1.75	0	0	56	100	14.02	240.8
831	-1.75	0	0	65	100	19.59	252.9
832	-1.75	0	0	77	100	13.98	235.49
833	-1.75	0	0	73	100	15.48	268.67
834	-1.75	0	0	78	100	10.09	267.95
835	-1.75	0	0	83	100	7.93	219.47
836	-1.75	0	0	86	100	9.06	186.84
837	-1.75	0	0	84	100	5.19	213.69
838	-1.75	0	0	90	100	2.74	203.2
839	-1.75	0	0	90	100	4.69	175.6
840	-1.75	0	0	89	100	3.6	180
841	-1.75	0	0	90	100	2.31	218.66
842	-1.75	0	0	91	100	2.62	254.05
843	-1.75	0	0	91	100	4.74	261.25
844	-1.75	0	0	92	100	5.41	266.19
845	-1.75	0	0	93	100	5.09	278.13
846	-1.75	0	0	93	100	6.92	308.66
847	-1.75	0	0	95	100	10.69	327.38
848	-1.75	0	0	95	100	10.01	307.69
849	-1.75	0	0	93	100	8.31	287.65
850	-1.75	0	0	91	100	6.99	281.89
851	-1.75	0	0	87	100	6.99	281.89
852	-1.75	0	0	81	100	8.4	279.87
853	-1.75	0	0	74	100	9.01	272.29
854	-1.75	0	0	72	100	3.83	311.19
855	-1.75	0	0	69	100	3.32	282.53
856	-1.75	0	0	67	100	4.45	255.96
857	-1.75	0	0	67	100	7.21	272.86
858	-1.75	0	0	74	100	7.92	270
859	-1.75	0	0	82	100	7.73	242.24
860	-1.75	0	0	80	100	10.5	210.96
861	-1.75	0	0	79	100	10.14	196.5
862	-1.75	0	0	76	100	11.63	201.8
863	-1.75	0	0	67	100	11.97	226.22
864	-1.75	0	0	67	100	10.2	222.14
865	-1.75	0	0	70	100	21.93	246.8
866	-1.75	0	0	80	100	29.14	244.38
867	-1.75	0	0	84	100	38.94	256.09
868	-1.75	0	0	84	100	36.72	270
869	-1.75	0	0	88	100	27.73	271.49
870	-1.75	0	0	88	100	23.5	264.73
871	-1.75	0	0	89	100	20.72	262.01
872	-1.75	0	0	87	100	21.84	261.47
873	-1.75	0	0	86	100	23.22	262.88
874	-1.75	0	0	86	100	26.66	272.32
875	-1.75	0	0	82	100	26.32	273.14
876	-1.75	0	0	76	100	23.41	271.76
877	-1.75	0	0	71	100	18.36	270
878	-1.75	0	0	68	100	13.68	268.49
879	-1.75	0	0	62	100	11.38	251.57
880	-1.75	0	0	53	100	11.18	213.18
881	-1.75	0	0	65	100	12.76	196.39
882	-1.75	0	0	65	100	10.46	183.95
883	-1.75	0	0	61	100	14.08	147.53
884	-1.75	0	0	69	100	18.17	146.31
885	-1.75	0	0	69	100	26.23	136.67
886	-1.75	0	0	66	100	23.47	122.47
887	-1.75	0	0	67	100	24.87	112.11
888	-1.75	0	0	76	100	19.62	132.77
889	-1.75	0	0	46	100	16.95	176.35
890	-1.75	0	0	69	100	29.38	197.1
891	-1.75	0	0	68	100	29.78	206.57
892	-1.75	0	0	70	100	21.76	218.96
893	-1.75	0	0	76	100	12.48	213.23
894	-1.75	0	0	78	100	19.72	248.59
895	-1.75	0	0	80	100	16.3	239.47
896	-1.75	0	0	82	100	8.71	209.74
897	-1.75	0	0	87	100	7.56	180
898	-1.75	0	0	85	100	7.29	200.22
899	-1.75	0	0	84	100	7.09	246.04
900	-1.75	0	0	84	100	6.92	171.03
901	-1.75	0	0	82	100	9.83	171.57
902	-1.75	0	0	83	100	13.1	249.08
903	-1.75	0	0	88	100	11.38	198.43
904	-1.75	0	0	87	100	12.26	176.63
905	-1.75	0	0	85	100	10.54	172.15
906	-1.75	0	0	86	100	7.59	174.56
907	-1.75	0	0	85	100	5.86	169.38
908	-1.75	0	0	87	100	4.69	147.53
909	-1.75	0	0	87	100	1.02	135
910	-1.75	0	0	87	100	1.3	303.69
911	-1.75	0	0	87	100	2.74	293.2
912	-1.75	0	0	90	100	4.68	292.62
913	-1.75	0	0	91	100	8.85	296.57
914	-1.75	0	0	88	100	11.98	302.74
915	-1.75	0	0	81	100	14.34	298.5
916	-1.75	0	0	83	100	17.11	292.25
917	-1.75	0	0	85	100	15.11	282.38
918	-1.75	0	0	86	100	17.94	280.41
919	-1.75	0	0	90	100	17.28	270
920	-1.75	0	0	90	100	17.64	268.83
921	-1.75	0	0	89	100	20.57	265.99
922	-1.75	0	0	88	100	20.99	264.09
923	-1.75	0	0	86	100	24.52	266.63
924	-1.75	0	0	76	100	29.83	261.67
925	-1.75	0	0	71	100	28.95	259.25
926	-1.75	0	0	71	100	23.42	272.64
927	-1.75	0	0	68	100	22.68	270.91
928	-1.75	0	0	66	100	23.76	269.13
929	-1.75	0	0	65	100	21.96	259.61
930	-1.75	0	0	72	100	20.14	245.73
931	-1.75	0	0	73	100	21.75	245.56
932	-1.75	0	0	69	100	22.41	246.32
933	-1.75	0	0	71	100	18.71	239.98
934	-1.75	0	0	73	100	16.28	234.9
935	-1.75	0	0	73	100	15.02	224.03
936	-1.75	0	0	71	100	12.24	208.07
937	-1.75	0	0	72	100	10.31	192.09
938	-1.75	0	0	73	100	10.66	191.69
939	-1.75	0	0	71	100	11.97	195.71
940	-1.75	0	0	70	100	13.2	191
941	-1.75	0	0	67	100	14.76	178.6
942	-1.75	0	0	66	100	13.53	154.8
943	-1.75	0	0	65	100	14.08	147.53
944	-1.75	0	0	60	100	10.9	172.41
945	-1.75	0	0	93	100	28.95	190.75
946	-1.75	0	0	93	100	39.99	200.56
947	-1.75	0	0	93	100	49.11	207.5
948	-1.75	0	0	87	100	45.54	230.77
949	-1.75	0	0	85	100	58.63	251.01
950	-1.75	0	0	85	100	51.6	255.87
951	-1.75	0	0	86	100	51.62	261.98
952	-1.75	0	0	87	100	49.04	273.37
953	-1.75	0	0	90	100	45.96	275.84
954	-1.75	0	0	92	100	47.2	277.45
955	-1.75	0	0	93	100	46.68	275.75
956	-1.75	0	0	94	100	46.44	270.44
957	-1.75	0	0	93	100	54.37	268.86
958	-1.75	0	0	91	100	59.51	266.53
959	-1.75	0	0	89	100	61.05	265.26
960	-1.75	0	0	90	100	62.1	265.68
961	-1.75	0	0	91	100	61.35	265.96
962	-1.75	0	0	90	100	58.77	266.84
963	-1.75	0	0	90	100	56.19	271.84
964	-1.75	0	0	91	100	51.97	280.38
965	-1.75	0	0	91	100	44.13	281.77
966	-1.75	0	0	90	100	35.71	284.6
967	-1.75	0	0	93	100	28.67	277.21
968	-1.75	0	0	93	100	24.97	275.79
969	-1.75	0	0	94	100	24.91	274.14
970	-1.75	0	0	91	100	27.06	273.81
971	-1.75	0	0	85	100	26.7	273.87
972	-1.75	0	0	80	100	26.22	278.69
973	-1.75	0	0	75	100	24.37	282.8
974	-1.75	0	0	76	100	25.41	277.33
975	-1.75	0	0	78	100	24.85	271.66
976	-1.75	0	0	78	100	21.96	270
977	-1.75	0	0	79	100	18.72	271.1
978	-1.75	0	0	82	100	13.68	271.51
979	-1.75	0	0	86	100	14.42	272.86
980	-1.75	0	0	92	100	16.56	268.75
981	-1.75	0	0	91	100	15.5	267.34
982	-1.75	0	0	90	100	15.12	268.64
983	-1.75	0	0	90	100	12.98	266.82
984	-1.75	0	0	92	100	12.73	261.87
985	-1.75	0	0	91	100	12.41	253.14
986	-1.75	0	0	89	100	13.53	241.39
987	-1.75	0	0	86	100	10.2	222.14
988	-1.75	0	0	80	100	6.03	197.35
989	-1.75	0	0	83	100	5.35	160.35
990	-1.75	0	0	89	100	7.15	130.91
991	-1.75	0	0	90	100	8.37	115.46
992	-1.75	0	0	91	100	9.36	112.62
993	-1.75	0	0	88	100	9.5	114.62
994	-1.75	0	0	83	100	9.36	112.62
995	-1.75	0	0	79	100	7.63	109.29
996	-1.75	0	0	72	100	6.03	107.35
997	-1.75	0	0	71	100	1.8	180
998	-1.75	0	0	60	100	6.12	90
999	-1.75	0	0	60	100	4.69	85.6
1000	-1.75	0	0	61	100	2.81	50.19
1001	-1.75	0	0	61	100	2.74	66.8
1002	-1.75	0	0	60	100	4.45	104.04
1003	-1.75	0	0	62	100	5.24	105.95
1004	-1.75	0	0	63	100	7.17	107.53
1005	-1.75	0	0	64	100	7.17	107.53
1006	-1.75	0	0	64	100	7.97	108.43
1007	-1.75	0	0	66	100	7.97	108.43
1008	-1.75	0	0	70	100	7.07	104.74
1009	-1.75	0	0	72	100	6.64	102.53
1010	-1.75	0	0	74	100	6.95	111.25
1011	-1.75	0	0	73	100	6.44	116.57
1012	-1.75	0	0	72	100	4.83	116.57
1013	-1.75	0	0	74	100	4.55	108.43
1014	-1.75	0	0	77	100	5.48	113.2
1015	-1.75	0	0	81	100	5.82	111.8
1016	-1.75	0	0	88	100	5.35	109.65
1017	-1.75	0	0	95	100	5.15	102.09
1018	-1.75	0	0	97	100	5.01	111.04
1019	-1.75	0	0	90	100	5.35	109.65
1020	-1.75	0	0	78	100	7.99	97.77
1021	-1.75	0	0	72	100	6.92	81.03
1022	-1.75	0	0	59	100	11.66	98.88
1023	-1.75	0	0	60	100	11.01	101.31
1024	-1.75	0	0	63	100	10.95	99.46
1025	-1.75	0	0	68	100	8.35	97.43
1026	-1.75	0	0	75	100	8.21	105.26
1027	-1.75	0	0	79	100	8.16	131.42
1028	-1.75	0	0	81	100	8.67	131.63
1029	-1.75	0	0	87	100	8.89	121.76
1030	-1.75	0	0	90	100	10.09	124.82
1031	-1.75	0	0	87	100	11.25	129.81
1032	-1.75	0	0	89	100	13.83	128.66
1033	-1.75	0	0	90	100	15.12	128.23
1034	-1.75	0	0	90	100	15.08	123.31
1035	-1.75	0	0	91	100	15.88	122.97
1036	-1.75	0	0	93	100	14.69	120.96
1037	-1.75	0	0	93	100	13.04	117.98
1038	-1.75	0	0	96	100	10.95	117.41
1039	-1.75	0	0	95	100	9	126.87
1040	-1.75	0	0	94	100	9.98	115.64
1041	-1.75	0	0	92	100	8.56	104.62
1042	-1.75	0	0	90	100	7.77	103.39
1043	-1.75	0	0	85	100	5.69	124.7
1044	-1.75	0	0	76	100	4.07	135
1045	-1.75	0	0	73	100	0.51	45
1046	-1.75	0	0	70	100	2.31	51.34
1047	-1.75	0	0	69	100	1.08	360
1048	-1.75	0	0	70	100	1.8	360
1049	-1.75	0	0	73	100	1.94	68.2
1050	-1.75	0	0	73	100	4.9	107.1
1051	-1.75	0	0	74	100	4.1	105.26
1052	-1.75	0	0	75	100	3.42	108.43
1053	-1.75	0	0	78	100	2.19	99.46
1054	-1.75	0	0	80	100	2.28	198.43
1055	-1.75	0	0	85	100	2.6	213.69
1056	-1.75	0	0	90	100	2.41	206.57
1057	-1.75	0	0	91	100	3.83	221.19
1058	-1.75	0	0	88	100	4.33	221.63
1059	-1.75	0	0	86	100	4.84	221.99
1060	-1.75	0	0	89	100	4.33	228.37
1061	-1.75	0	0	93	100	3.83	221.19
1062	-1.75	0	0	92	100	4.2	210.96
1063	-1.75	0	0	93	100	2.16	180
1064	-1.75	0	0	95	100	2.1	120.96
1065	-1.75	0	0	97	100	1.14	108.43
1066	-1.75	0	0	95	100	1.48	75.96
1067	-1.75	0	0	92	100	1.44	90
1068	-1.75	0	0	86	100	2.1	59.04
1069	-1.75	0	0	82	100	3.42	18.43
1070	-1.75	0	0	73	100	4.45	75.96
1071	-1.75	0	0	71	100	3.76	73.3
1072	-1.75	0	0	72	100	4.68	360
1073	-1.75	0	0	76	100	8.37	334.54
1074	-1.75	0	0	85	100	6.13	319.76
1075	-1.75	0	0	87	100	4.38	279.46
1076	-1.75	0	0	90	100	4.02	243.43
1077	-1.75	0	0	91	100	3.4	212.01
1078	-1.75	0	0	93	100	2.55	188.13
1079	-1.75	0	0	93	100	1.61	153.43
1080	-1.75	0	0	92	100	1.53	135
1081	-1.75	0	0	92	100	1.48	104.04
1082	-1.75	0	0	92	100	1.94	111.8
1083	-1.75	0	0	91	100	2.55	135
1084	-1.75	0	0	89	100	3.1	144.46
1085	-1.75	0	0	88	100	3.56	135
1086	-1.75	0	0	87	100	4.69	122.47
1087	-1.75	0	0	86	100	5.99	122.74
1088	-1.75	0	0	85	100	6.99	124.51
1089	-1.75	0	0	85	100	8.09	122.28
1090	-1.75	0	0	83	100	10.14	117.47
1091	-1.75	0	0	80	100	13.05	114.44
1092	-1.75	0	0	75	100	12.07	100.3
1093	-1.75	0	0	72	100	7.97	71.57
1094	-1.75	0	0	66	100	15.72	69.9
1095	-1.75	0	0	66	100	18.69	74.36
1096	-1.75	0	0	70	100	19.92	83.77
1097	-1.75	0	0	69	100	15.14	87.27
1098	-1.75	0	0	77	100	11.3	80.84
1099	-1.75	0	0	81	100	9.06	83.16
1100	-1.75	0	0	82	100	7.64	81.87
1101	-1.75	0	0	82	100	8.35	82.57
1102	-1.75	0	0	82	100	9.42	83.42
1103	-1.75	0	0	82	100	9.11	80.91
1104	-1.75	0	0	82	100	7.34	78.69
1105	-1.75	0	0	84	100	4.39	55.01
1106	-1.75	0	0	89	100	2.88	360
1107	-1.75	0	0	97	100	3.55	336.04
1108	-1.75	0	0	95	100	4.1	307.88
1109	-1.75	0	0	95	100	3.08	290.56
1110	-1.75	0	0	95	100	4.02	296.57
1111	-1.75	0	0	95	100	5.51	281.31
1112	-1.75	0	0	95	100	5.51	281.31
1113	-1.75	0	0	95	100	5.94	284.04
1114	-1.75	0	0	94	100	6.48	270
1115	-1.75	0	0	93	100	5.8	277.13
1116	-1.75	0	0	90	100	4.07	315
1117	-1.75	0	0	88	100	4.45	345.96
1118	-1.75	0	0	92	100	4.69	302.47
1119	-1.75	0	0	88	100	3.08	290.56
1120	-1.75	0	0	85	100	3.6	323.13
1121	-1.75	0	0	87	100	3.05	315
1122	-1.75	0	0	90	100	2.9	262.88
1123	-1.75	0	0	91	100	1.48	165.96
1124	-1.75	0	0	92	100	0	180
1125	-1.75	0	0	93	100	1.44	360
1126	-1.75	0	0	89	100	2.31	38.66
1127	-1.75	0	0	85	100	3.67	11.31
1128	-1.75	0	0	88	100	3.96	360
1129	-1.75	0	0	92	100	4.21	340.02
1130	-1.75	0	0	95	100	3.83	318.81
1131	-1.75	0	0	91	100	3.05	315
1132	-1.75	0	0	93	100	3.83	318.81
1133	-1.75	0	0	93	100	3.4	302.01
1134	-1.75	0	0	93	100	2.9	277.13
1135	-1.75	0	0	93	100	3.6	270
1136	-1.75	0	0	93	100	5.09	278.13
1137	-1.75	0	0	94	100	5.94	284.04
1138	-1.75	0	0	94	100	8.47	282.26
1139	-1.75	0	0	93	100	8.43	289.98
1140	-1.75	0	0	89	100	8.21	307.88
1141	-1.75	0	0	87	100	9.22	308.66
1142	-1.75	0	0	76	100	3.88	338.2
1143	-1.75	0	0	75	100	3.6	360
1144	-1.75	0	0	78	100	2.16	360
1145	-1.75	0	0	85	100	5.09	315
1146	-1.75	0	0	97	100	9.51	299.48
1147	-1.75	0	0	95	100	4.68	270
1148	-1.75	0	0	95	100	4.33	228.37
1149	-1.75	0	0	95	100	4.33	228.37
1150	-1.75	0	0	95	100	2.16	270
1151	-1.75	0	0	95	100	2.88	270
1152	-1.75	0	0	95	100	0.8	296.57
1153	-1.75	0	0	95	100	1.08	360
1154	-1.75	0	0	95	100	1.94	111.8
1155	-1.75	0	0	95	100	5.4	126.87
1156	-1.75	0	0	94	100	7.1	120.47
1157	-1.75	0	0	90	100	9	126.87
1158	-1.75	0	0	88	100	11.89	125.13
1159	-1.75	0	0	87	100	14.51	119.74
1160	-1.75	0	0	86	100	15	120.26
1161	-1.75	0	0	85	100	15.51	111.8
1162	-1.75	0	0	80	100	17.32	110.7
1163	-1.75	0	0	76	100	17.87	108.8
1164	-1.75	0	0	76	100	18.95	104.3
1165	-1.75	0	0	73	100	15.46	102.09
1166	-1.75	0	0	70	100	6.44	26.57
1167	-1.75	0	0	70	100	7.2	360
1168	-1.75	0	0	73	100	7.09	336.04
1169	-1.75	0	0	76	100	6.37	317.29
1170	-1.75	0	0	79	100	4.51	298.61
1171	-1.75	0	0	81	100	2.16	270
1172	-1.75	0	0	82	100	1.8	270
1173	-1.75	0	0	85	100	3.42	288.43
1174	-1.75	0	0	85	100	6.48	270
1175	-1.75	0	0	87	100	7.64	278.13
1176	-1.75	0	0	94	100	9	286.26
1177	-1.75	0	0	95	100	5.86	280.62
1178	-1.75	0	0	95	100	2.41	296.57
1179	-1.75	0	0	95	100	2.04	45
1180	-1.75	0	0	95	100	2.97	75.96
1181	-1.75	0	0	87	100	2.55	98.13
1182	-1.75	0	0	89	100	3.32	139.4
1183	-1.75	0	0	93	100	5.35	137.73
1184	-1.75	0	0	93	100	4.9	126.03
1185	-1.75	0	0	92	100	4.69	85.6
1186	-1.75	0	0	90	100	5.76	90
1187	-1.75	0	0	82	100	9.37	87.8
1188	-1.75	0	0	70	100	16.68	76.26
1189	-1.75	0	0	67	100	22.37	86.31
1190	-1.75	0	0	66	100	19	80.18
1191	-1.75	0	0	64	100	18.64	79.99
1192	-1.75	0	0	64	100	17.23	79.16
1193	-1.75	0	0	67	100	13.9	73.44
1194	-1.75	0	0	75	100	11.87	75.96
1195	-1.75	0	0	77	100	9.73	87.88
