m	dofm	dofy	hi	Ta	G_Gh	Td	RH	G_Dh	FF	DD	Lin	RR	Sd	N	hs	TL	G_Bn	G_Gc	G_Dc	Gex	G_Ghmod	PAR	Snd	Lup
-	-	-	-	[°C]	[W/m2]	[°C]	[%]	[W/m2]	[m/s]	[°]	[W/m2]	[mm]	[min]	[octas]	[°]	[-]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[mm]	[W/m2]
2	5	36	4	-5.5	0	-5.9	97.0	0	6.0	100	255	0.0	0.0	8.0	-38.28	2.69	0	0	0	0.0	0.0	0	0	287
2	5	36	5	-4.8	0	-5.2	97.0	0	5.0	100	258	0.0	0.0	8.0	-29.65	2.69	0	0	0	0.0	0.0	0	0	289
2	5	36	6	-4.0	0	-4.3	98.0	0	5.0	110	262	0.0	0.0	8.0	-20.57	2.69	0	0	0	0.0	0.0	0	0	292
2	5	36	7	-3.5	0	-4.0	96.0	0	4.0	110	264	0.0	0.0	8.0	-11.47	2.69	0	0	0	0.0	0.0	0	0	293
2	5	36	8	-3.4	6	-3.4	100.0	6	5.0	100	284	0.0	0.1	8.0	1.36	2.69	0	2	1	2.7	0.2	0	0	298
2	5	36	9	-3.0	14	-3.4	97.0	14	5.0	110	286	0.0	2.9	8.0	5.23	2.69	0	65	28	128.1	6.8	7	0	300
2	5	36	10	-2.1	53	-2.4	98.0	53	4.0	110	290	0.0	6.1	8.0	12.07	2.69	0	175	47	293.9	18.1	25	0	306
2	5	36	11	-0.5	133	-0.6	99.0	133	3.0	160	298	0.0	19.2	8.0	17.33	2.69	0	275	60	418.5	28.3	60	0	316
2	5	36	12	1.9	172	1.6	98.0	158	6.0	200	264	0.0	23.4	8.0	20.56	2.69	40	338	67	493.5	34.9	77	0	328
2	5	36	13	3.7	122	3.7	100.0	122	8.0	210	300	0.0	10.3	8.0	21.45	2.69	0	356	68	513.8	36.7	56	0	334
2	5	36	14	4.5	81	3.8	95.0	81	7.0	220	304	0.0	5.5	8.0	19.89	2.69	0	326	65	478.0	239.5	39	0	337
2	5	36	15	4.6	53	4.6	100.0	53	7.0	220	323	0.0	3.9	8.0	16.05	2.69	0	251	57	388.5	184.9	26	0	337
2	5	36	16	4.7	44	4.7	100.0	44	7.0	230	305	0.0	5.8	8.0	10.31	2.69	0	146	43	251.5	107.2	21	0	337
2	5	36	17	4.5	8	3.6	94.0	8	8.0	240	304	0.0	2.1	8.0	6.87	2.69	0	40	20	74.2	29.5	4	0	336
2	5	36	18	5.0	0	4.3	95.0	0	9.0	250	307	0.0	0.0	8.0	-5.12	2.69	0	0	0	0.0	0.0	0	0	337
2	5	36	19	4.2	0	3.6	96.0	0	7.0	230	302	0.0	0.0	8.0	-13.98	2.69	0	0	0	0.0	0.0	0	0	332
2	5	36	20	4.2	0	3.6	96.0	0	7.0	230	302	0.0	0.0	8.0	-23.11	2.69	0	0	0	0.0	0.0	0	0	332
2	5	36	21	4.5	0	4.5	100.0	0	5.0	230	322	0.0	0.0	8.0	-32.12	2.69	0	0	0	0.0	0.0	0	0	331
2	5	36	22	4.3	0	4.2	99.0	0	6.0	210	303	0.0	0.0	8.0	-40.51	2.69	0	0	0	0.0	0.0	0	0	331
2	5	36	23	4.5	0	4.5	100.0	0	7.0	210	322	0.1	0.0	8.0	-47.59	2.69	0	0	0	0.0	0.0	0	0	333
2	5	36	24	4.9	0	4.6	98.0	0	6.0	190	324	0.0	0.0	8.0	-52.34	2.69	0	0	0	0.0	0.0	0	0	334
2	6	37	1	5.3	0	4.7	96.0	0	6.0	200	327	0.0	0.0	8.0	-53.42	2.91	0	0	0	0.0	0.0	0	0	336
2	6	37	2	5.6	0	5.6	100.0	0	7.0	220	310	0.0	0.0	8.0	-51.04	2.91	0	0	0	0.0	0.0	0	0	338
2	6	37	3	6.2	0	5.8	97.0	0	8.0	230	313	0.0	0.0	8.0	-45.55	2.91	0	0	0	0.0	0.0	0	0	342
2	6	37	4	6.1	0	5.2	94.0	0	7.0	230	312	0.0	0.0	8.0	-38.04	2.91	0	0	0	0.0	0.0	0	0	341
2	6	37	5	6.1	0	6.1	100.0	0	6.0	230	312	1.1	0.0	8.0	-29.43	2.91	0	0	0	0.0	0.0	0	0	340
2	6	37	6	5.3	0	4.9	97.0	0	6.0	220	266	0.0	0.0	8.0	-20.35	2.91	0	0	0	0.0	0.0	0	0	336
2	6	37	7	5.3	0	4.9	97.0	0	6.0	220	263	0.0	0.0	8.0	-11.25	2.91	0	0	0	0.0	0.0	0	0	336
2	6	37	8	6.0	8	5.6	97.0	8	6.0	200	312	0.0	0.4	8.0	1.60	2.91	0	2	2	3.7	0.3	0	0	343
2	6	37	9	6.9	36	6.6	98.0	36	5.0	210	317	0.0	13.3	8.0	5.48	2.91	0	67	31	134.1	10.1	16	0	348
2	6	37	10	7.9	81	7.2	95.0	81	7.0	210	340	0.0	13.5	8.0	12.34	2.91	0	175	52	300.1	26.4	37	0	354
2	6	37	11	8.5	106	7.4	93.0	106	6.0	200	325	0.0	11.4	8.0	17.61	2.91	0	274	66	424.9	41.2	49	0	358
2	6	37	12	9.2	191	7.3	88.0	169	7.0	200	296	0.0	28.5	8.0	20.86	2.91	62	337	73	500.1	50.6	84	0	364
2	6	37	13	10.7	164	7.6	81.0	164	7.0	210	313	0.0	18.8	8.0	21.76	2.91	0	354	75	520.5	53.3	74	0	371
2	6	37	14	11.2	78	7.5	78.0	78	7.0	210	340	0.0	5.0	8.0	20.19	2.91	0	325	72	484.8	259.8	37	0	371
2	6	37	15	11.0	72	7.9	81.0	69	6.0	210	339	0.0	6.2	8.0	16.35	2.91	11	251	63	395.3	201.0	34	0	370
2	6	37	16	11.0	50	7.5	79.0	50	7.0	200	308	0.0	6.9	8.0	10.60	2.91	0	147	47	258.2	117.4	23	0	369
2	6	37	17	11.4	8	7.5	77.0	8	6.0	190	309	0.0	0.0	8.0	7.14	2.91	0	42	23	80.2	33.9	4	0	370
2	6	37	18	10.8	0	7.0	77.0	0	7.0	190	324	0.0	0.0	8.0	-4.86	2.91	0	0	0	0.0	0.0	0	0	364
2	6	37	19	10.7	0	6.9	77.0	0	6.0	180	324	0.0	0.0	8.0	-13.72	2.91	0	0	0	0.0	0.0	0	0	363
2	6	37	20	10.7	0	7.0	78.0	0	6.0	200	355	0.0	0.0	8.0	-22.86	2.91	0	0	0	0.0	0.0	0	0	363
2	6	37	21	10.7	0	7.0	78.0	0	7.0	180	355	0.0	0.0	8.0	-31.86	2.91	0	0	0	0.0	0.0	0	0	364
2	6	37	22	11.1	0	7.1	76.0	0	5.0	190	357	0.0	0.0	8.0	-40.24	2.91	0	0	0	0.0	0.0	0	0	364
2	6	37	23	10.1	0	7.7	85.0	0	5.0	190	352	0.1	0.0	8.0	-47.30	2.91	0	0	0	0.0	0.0	0	0	359
2	6	37	24	9.8	0	7.6	86.0	0	6.0	190	350	0.3	0.0	8.0	-52.04	2.91	0	0	0	0.0	0.0	0	0	358
2	7	38	1	9.4	0	7.9	90.0	0	6.0	210	348	0.0	0.0	8.0	-53.11	3.04	0	0	0	0.0	0.0	0	0	356
2	7	38	2	9.1	0	8.2	94.0	0	6.0	210	346	0.0	0.0	8.0	-50.75	3.04	0	0	0	0.0	0.0	0	0	355
2	7	38	3	9.3	0	8.4	94.0	0	5.0	210	347	0.0	0.0	8.0	-45.29	3.04	0	0	0	0.0	0.0	0	0	354
2	7	38	4	9.4	0	8.8	96.0	0	5.0	220	348	0.0	0.0	8.0	-37.80	3.04	0	0	0	0.0	0.0	0	0	355
2	7	38	5	9.1	0	8.7	97.0	0	5.0	180	346	0.0	0.0	8.0	-29.20	3.04	0	0	0	0.0	0.0	0	0	353
2	7	38	6	8.8	0	8.8	100.0	0	7.0	190	345	0.0	0.0	8.0	-20.13	3.04	0	0	0	0.0	0.0	0	0	354
2	7	38	7	8.5	0	8.5	100.0	0	5.0	190	343	0.0	0.0	8.0	-11.03	3.04	0	0	0	0.0	0.0	0	0	350
2	7	38	8	8.4	3	8.0	97.0	3	4.0	190	301	0.0	0.1	8.0	1.84	3.04	0	3	2	4.9	0.7	0	0	354
2	7	38	9	8.5	17	8.5	100.0	17	5.0	190	325	0.0	3.3	8.0	5.73	3.04	0	69	33	140.1	16.9	8	0	355
2	7	38	10	8.1	39	7.5	96.0	39	4.0	170	323	0.0	3.5	8.0	12.60	3.04	0	177	55	306.4	43.3	19	0	354
2	7	38	11	8.3	42	6.9	91.0	42	5.0	190	324	0.0	0.0	8.0	17.90	3.04	0	276	69	431.5	67.3	21	0	355
2	7	38	12	8.2	33	7.6	96.0	33	3.0	300	324	0.0	0.0	8.0	21.16	3.04	0	338	77	506.8	82.6	17	0	354
2	7	38	13	8.6	42	7.4	92.0	42	1.0	300	344	0.0	0.0	8.0	22.06	3.04	0	356	79	527.4	87.0	21	0	356
2	7	38	14	8.7	97	7.6	93.0	97	3.0	270	326	0.0	7.2	8.0	20.50	3.04	0	326	76	491.7	79.7	45	0	359
2	7	38	15	9.6	139	8.2	91.0	122	2.0	190	293	0.0	23.0	8.0	16.65	3.04	59	253	66	402.2	61.9	62	0	366
2	7	38	16	10.4	67	8.0	85.0	61	1.0	230	303	0.0	11.7	8.0	10.88	3.04	32	149	50	265.0	36.5	30	0	367
2	7	38	17	9.4	8	7.9	90.0	8	1.0	280	289	0.3	0.0	8.0	7.42	3.04	0	45	25	86.4	11.0	4	0	359
2	7	38	18	8.1	0	7.4	95.0	0	2.0	180	284	0.0	0.0	8.0	-4.59	3.04	0	0	0	0.0	0.0	0	0	343
2	7	38	19	8.3	0	7.4	94.0	0	4.0	170	285	0.0	0.0	8.0	-13.47	3.04	0	0	0	0.0	0.0	0	0	348
2	7	38	20	8.2	0	7.1	93.0	0	5.0	150	288	0.0	0.0	8.0	-22.60	3.04	0	0	0	0.0	0.0	0	0	349
2	7	38	21	8.3	0	7.1	92.0	0	5.0	170	294	0.0	0.0	8.0	-31.60	3.04	0	0	0	0.0	0.0	0	0	349
2	7	38	22	9.1	0	7.6	90.0	0	6.0	180	305	0.0	0.0	8.0	-39.97	3.04	0	0	0	0.0	0.0	0	0	355
2	7	38	23	9.0	0	7.6	91.0	0	4.0	170	346	0.0	0.0	8.0	-47.01	3.04	0	0	0	0.0	0.0	0	0	351
2	7	38	24	9.1	0	7.2	88.0	0	5.0	190	315	0.0	0.0	8.0	-51.74	3.04	0	0	0	0.0	0.0	0	0	353
2	8	39	1	9.3	0	6.9	85.0	0	5.0	150	329	0.0	0.0	8.0	-52.80	3.00	0	0	0	0.0	0.0	0	0	354
2	8	39	2	7.8	0	6.4	91.0	0	4.0	130	295	0.0	0.0	8.0	-50.46	3.00	0	0	0	0.0	0.0	0	0	345
2	8	39	3	7.1	0	5.7	91.0	0	5.0	110	287	0.9	0.0	8.0	-45.02	3.00	0	0	0	0.0	0.0	0	0	344
2	8	39	4	6.7	0	5.2	90.0	0	4.0	120	317	0.2	0.0	8.0	-37.56	3.00	0	0	0	0.0	0.0	0	0	340
2	8	39	5	6.4	0	4.7	89.0	0	5.0	130	316	0.0	0.0	8.0	-28.97	3.00	0	0	0	0.0	0.0	0	0	340
2	8	39	6	6.6	0	4.3	85.0	0	5.0	150	317	0.0	0.0	8.0	-19.90	3.00	0	0	0	0.0	0.0	0	0	341
2	8	39	7	7.4	0	4.2	80.0	0	6.0	160	321	0.0	0.0	8.0	-10.79	3.00	0	0	0	0.0	0.0	0	0	346
2	8	39	8	8.4	8	4.1	74.0	8	7.0	180	325	0.0	0.5	8.0	2.09	3.00	0	4	3	6.3	0.6	0	0	355
2	8	39	9	8.5	42	3.6	71.0	42	7.0	180	326	0.0	15.3	8.0	5.98	3.00	0	73	33	146.3	11.2	18	0	356
2	8	39	10	10.0	92	4.4	68.0	92	6.0	190	333	0.0	16.2	8.0	12.88	3.00	0	183	55	312.8	28.1	41	0	365
2	8	39	11	10.6	111	4.3	65.0	111	6.0	190	335	0.0	11.8	8.0	18.19	3.00	0	282	69	438.1	43.3	51	0	369
2	8	39	12	11.6	161	4.1	60.0	161	6.0	180	340	0.0	18.6	8.0	21.47	3.00	0	346	76	513.7	53.0	72	0	376
2	8	39	13	12.7	156	3.9	55.0	156	4.0	180	345	0.0	15.9	8.0	22.38	3.00	0	363	78	534.3	55.7	71	0	382
2	8	39	14	12.9	125	4.1	55.0	125	5.0	190	326	0.0	11.5	8.0	20.81	3.00	0	334	75	498.7	267.5	57	0	382
2	8	39	15	12.5	72	4.5	58.0	72	4.0	180	317	0.0	5.9	8.0	16.95	3.00	0	260	66	409.2	208.5	34	0	378
2	8	39	16	12.3	53	5.0	61.0	53	4.0	180	343	0.0	7.0	8.0	11.17	3.00	0	155	50	271.9	124.3	24	0	376
2	8	39	17	11.6	11	4.6	62.0	11	6.0	170	329	0.0	2.4	8.0	7.70	3.00	0	49	26	92.8	39.0	6	0	371
2	8	39	18	11.1	0	4.6	64.0	0	6.0	170	326	0.0	0.0	8.0	-4.33	3.00	0	0	0	0.0	0.0	0	0	365
2	8	39	19	10.0	0	5.4	73.0	0	6.0	170	320	0.0	0.0	8.0	-13.21	3.00	0	0	0	0.0	0.0	0	0	359
2	8	39	20	9.7	0	5.1	73.0	0	5.8	160	319	0.0	0.0	8.0	-22.35	3.00	0	0	0	0.0	0.0	0	0	358
2	8	39	21	9.2	0	4.8	74.0	0	5.8	170	289	0.0	0.0	8.0	-31.34	3.00	0	0	0	0.0	0.0	0	0	355
2	8	39	22	8.7	0	4.7	76.0	0	5.7	180	303	0.0	0.0	8.0	-39.70	3.00	0	0	0	0.0	0.0	0	0	352
2	8	39	23	7.4	0	3.6	77.0	0	6.3	180	283	0.0	0.0	8.0	-46.72	3.00	0	0	0	0.0	0.0	0	0	347
2	8	39	24	5.8	0	2.4	79.0	0	7.1	180	276	0.0	0.0	8.0	-51.43	3.00	0	0	0	0.0	0.0	0	0	339
2	9	40	1	3.8	0	3.1	95.0	0	8.4	260	290	0.0	0.0	8.0	-52.49	2.79	0	0	0	0.0	0.0	0	0	331
2	9	40	2	2.2	0	1.5	95.0	0	9.2	260	291	0.0	0.0	8.0	-50.16	2.79	0	0	0	0.0	0.0	0	0	324
2	9	40	3	1.0	0	0.9	99.0	0	9.6	310	302	0.0	0.0	8.0	-44.75	2.79	0	0	0	0.0	0.0	0	0	318
2	9	40	4	0.8	0	0.8	100.0	0	9.2	300	284	0.0	0.0	8.0	-37.31	2.79	0	0	0	0.0	0.0	0	0	317
2	9	40	5	0.8	0	0.2	96.0	0	8.9	300	284	0.0	0.0	8.0	-28.73	2.79	0	0	0	0.0	0.0	0	0	317
2	9	40	6	0.6	0	-0.3	94.0	0	8.0	290	284	0.0	0.0	8.0	-19.66	2.79	0	0	0	0.0	0.0	0	0	315
2	9	40	7	0.9	0	-1.0	87.0	0	9.0	280	286	0.0	0.0	8.0	-10.56	2.79	0	0	0	0.0	0.0	0	0	317
2	9	40	8	1.0	3	-1.7	82.0	2	10.0	290	286	0.0	0.3	8.0	2.34	2.79	31	4	3	7.9	2.7	0	0	319
2	9	40	9	0.8	36	-2.1	81.0	36	10.0	290	285	0.0	10.2	8.0	6.24	2.79	0	78	32	152.6	47.8	16	0	319
2	9	40	10	1.2	147	-2.2	78.0	125	9.0	290	272	0.0	41.3	8.0	13.16	2.79	97	193	52	319.4	117.5	63	0	323
2	9	40	11	1.4	266	-2.0	78.0	119	9.0	290	261	0.0	58.3	4.0	18.48	2.79	464	294	65	444.9	179.3	112	0	327
2	9	40	12	2.7	392	-3.0	66.0	136	8.0	290	250	0.0	60.0	2.0	21.78	2.79	690	358	71	520.6	218.5	162	0	336
2	9	40	13	3.3	228	-4.2	58.0	111	9.0	290	262	0.0	34.9	5.0	22.69	2.79	303	376	73	541.3	229.7	100	0	335
2	9	40	14	1.3	58	-1.1	84.0	58	9.0	270	272	0.0	3.1	8.0	21.13	2.79	0	346	70	505.7	211.3	28	0	322
2	9	40	15	2.0	78	-2.3	73.0	56	6.0	290	256	0.0	6.6	7.0	17.25	2.79	74	272	62	416.1	165.7	36	0	325
2	9	40	16	2.0	86	-3.7	66.0	44	8.0	310	249	0.0	17.9	7.0	11.46	2.79	211	164	48	278.7	100.0	38	0	325
2	9	40	17	1.7	11	-4.2	65.0	11	7.0	290	244	0.0	13.1	7.0	4.20	2.79	0	53	26	102.9	32.5	6	0	322
2	9	40	18	1.0	0	-4.9	65.0	0	7.0	290	241	0.0	0.0	7.0	0.17	2.79	0	0	0	0.0	0.0	0	0	317
2	9	40	19	0.7	0	-5.8	62.0	0	6.0	310	238	0.0	0.0	7.0	-12.95	2.79	0	0	0	0.0	0.0	0	0	314
2	9	40	20	-0.3	0	-4.9	71.0	0	6.0	290	232	0.0	0.0	7.0	-22.09	2.79	0	0	0	0.0	0.0	0	0	310
2	9	40	21	-1.1	0	-4.3	79.0	0	5.0	280	228	0.0	0.0	7.0	-31.08	2.79	0	0	0	0.0	0.0	0	0	305
2	9	40	22	-0.9	0	-3.4	83.0	0	6.0	280	229	0.0	0.0	7.0	-39.42	2.79	0	0	0	0.0	0.0	0	0	307
2	9	40	23	-0.9	0	-2.6	88.0	0	6.0	280	229	0.0	0.0	7.0	-46.42	2.79	0	0	0	0.0	0.0	0	0	307
2	9	40	24	-1.2	0	-2.6	90.0	0	6.0	280	227	0.0	0.0	7.0	-51.12	2.79	0	0	0	0.0	0.0	0	0	306
2	10	41	1	-1.5	0	-2.6	92.0	0	5.0	270	226	0.0	0.0	7.0	-52.17	2.90	0	0	0	0.0	0.0	0	0	303
2	10	41	2	-1.8	0	-2.6	94.0	0	5.0	270	224	0.0	0.0	7.0	-49.85	2.90	0	0	0	0.0	0.0	0	0	302
2	10	41	3	-1.6	0	-2.4	94.0	0	5.0	260	226	0.0	0.0	8.0	-44.47	2.90	0	0	0	0.0	0.0	0	0	303
2	10	41	4	-2.1	0	-2.1	100.0	0	5.0	250	226	0.0	0.0	8.0	-37.05	2.90	0	0	0	0.0	0.0	0	0	300
2	10	41	5	-1.7	0	-2.0	98.0	0	4.0	260	237	0.0	0.0	8.0	-28.49	2.90	0	0	0	0.0	0.0	0	0	301
2	10	41	6	-1.8	0	-1.9	99.0	0	4.0	250	236	0.1	0.0	8.0	-19.42	2.90	0	0	0	0.0	0.0	0	1	300
2	10	41	7	-0.7	0	-1.0	98.0	0	6.0	250	244	0.0	0.0	8.0	-10.32	2.90	0	0	0	0.0	0.0	0	1	308
2	10	41	8	-0.2	8	-0.2	100.0	8	5.0	260	280	0.0	0.6	8.0	2.60	2.90	0	5	4	9.8	1.2	0	1	313
2	10	41	9	0.3	50	-0.3	96.0	50	5.0	250	283	0.0	18.7	8.0	6.51	2.90	0	81	34	159.1	17.8	21	0	316
2	10	41	10	0.7	61	0.0	95.0	61	5.0	260	285	0.0	6.5	8.0	13.44	2.90	0	195	55	326.0	42.9	28	0	319
2	10	41	11	1.2	78	0.5	95.0	78	6.0	270	287	0.0	5.7	8.0	18.79	2.90	0	296	68	451.7	65.0	37	0	321
2	10	41	12	1.9	103	0.7	92.0	103	6.0	270	309	0.0	7.1	8.0	22.09	2.90	0	361	75	527.6	79.1	48	0	325
2	10	41	13	2.2	86	1.3	94.0	86	5.0	260	292	0.0	4.8	8.0	23.01	2.90	0	379	77	548.4	83.2	41	0	326
2	10	41	14	0.4	39	0.3	99.0	39	4.0	270	283	0.1	0.0	8.0	21.44	2.90	0	349	74	512.8	76.6	20	0	316
2	10	41	15	1.1	28	1.0	99.0	28	3.0	240	305	0.4	0.0	8.0	17.56	2.90	0	274	65	423.2	60.2	14	0	319
2	10	41	16	1.7	19	1.6	99.0	19	5.0	240	264	0.2	0.0	8.0	11.75	2.90	0	167	50	285.7	36.6	10	0	322
2	10	41	17	1.6	3	0.9	95.0	3	5.0	240	258	0.8	0.0	8.0	4.48	2.90	0	56	28	109.6	12.4	2	0	321
2	10	41	18	0.6	0	0.6	100.0	0	6.0	240	284	2.1	0.0	8.0	0.44	2.90	0	0	0	0.0	0.0	0	0	314
2	10	41	19	0.2	0	0.1	99.0	0	5.0	230	282	0.0	0.0	7.0	-12.70	2.90	0	0	0	0.0	0.0	0	0	311
2	10	41	20	0.1	0	0.1	100.0	0	6.0	220	282	0.0	0.0	7.0	-21.83	2.90	0	0	0	0.0	0.0	0	0	312
2	10	41	21	0.1	0	0.1	100.0	0	6.0	230	282	0.0	0.0	7.0	-30.81	2.90	0	0	0	0.0	0.0	0	0	312
2	10	41	22	0.1	0	0.1	100.0	0	6.0	240	282	0.0	0.0	7.0	-39.14	2.90	0	0	0	0.0	0.0	0	0	312
2	10	41	23	0.1	0	0.1	100.0	0	6.0	230	282	0.0	0.0	7.0	-46.13	2.90	0	0	0	0.0	0.0	0	0	312
2	10	41	24	0.2	0	0.1	99.0	0	5.0	240	282	0.0	0.0	7.0	-50.80	2.90	0	0	0	0.0	0.0	0	0	311
2	11	42	1	0.2	0	0.1	99.0	0	5.0	240	301	0.0	0.0	7.0	-51.84	2.99	0	0	0	0.0	0.0	0	0	311
2	11	42	2	0.3	0	0.2	99.0	0	4.0	250	283	0.0	0.0	6.0	-49.54	2.99	0	0	0	0.0	0.0	0	0	310
2	11	42	3	0.3	0	0.2	99.0	0	4.0	260	283	0.0	0.0	6.0	-44.18	2.99	0	0	0	0.0	0.0	0	0	310
2	11	42	4	0.3	0	0.2	99.0	0	4.0	270	283	0.0	0.0	6.0	-36.78	2.99	0	0	0	0.0	0.0	0	0	310
2	11	42	5	0.4	0	0.3	99.0	0	2.0	300	283	0.0	0.0	6.0	-28.24	2.99	0	0	0	0.0	0.0	0	0	307
2	11	42	6	0.6	0	0.5	99.0	0	3.0	350	303	0.0	0.0	6.0	-19.18	2.99	0	0	0	0.0	0.0	0	0	310
2	11	42	7	0.5	0	0.5	100.0	0	3.0	20	284	0.0	0.0	6.0	-10.07	2.99	0	0	0	0.0	0.0	0	0	309
2	11	42	8	0.4	6	0.3	99.0	6	4.0	30	302	0.0	0.4	6.0	2.86	2.99	0	6	5	11.8	3.7	0	0	315
2	11	42	9	0.6	42	0.6	100.0	42	4.0	10	284	0.0	11.8	5.0	6.78	2.99	0	84	36	165.6	48.5	18	0	317
2	11	42	10	0.9	195	-0.4	91.0	117	3.0	10	250	0.0	57.5	5.0	13.73	2.99	329	199	57	332.8	114.7	81	0	324
2	11	42	11	1.1	250	-0.8	87.0	144	4.0	360	259	0.0	53.5	5.0	19.09	2.99	324	300	71	458.6	173.0	106	0	326
2	11	42	12	1.5	214	-1.4	81.0	131	4.0	20	253	0.0	31.5	6.0	22.41	2.99	218	364	78	534.6	210.0	94	0	327
2	11	42	13	1.8	144	-1.1	81.0	136	3.0	20	275	0.0	12.4	8.0	23.34	2.99	20	382	80	555.5	220.6	66	0	327
2	11	42	14	1.7	161	-2.3	75.0	128	5.0	10	274	0.0	18.1	7.0	21.76	2.99	89	352	77	519.9	203.3	72	0	326
2	11	42	15	1.6	197	-2.9	72.0	133	4.0	20	274	0.0	40.9	6.0	17.87	2.99	209	278	68	430.2	160.3	84	0	327
2	11	42	16	1.4	52	-3.5	70.0	44	3.0	350	273	0.0	6.0	6.0	12.05	2.99	38	170	53	292.6	98.4	24	0	321
2	11	42	17	0.0	6	-1.1	92.0	6	4.0	340	266	0.0	5.3	6.0	4.76	2.99	0	59	29	116.4	34.2	3	0	314
2	11	42	18	-0.7	0	-2.8	86.0	0	4.0	10	235	0.0	0.0	7.0	0.72	2.99	0	1	0	0.7	0.3	0	0	305
2	11	42	19	-1.2	0	-2.9	88.0	0	3.0	10	229	0.0	0.0	7.0	-12.43	2.99	0	0	0	0.0	0.0	0	0	302
2	11	42	20	-1.7	0	-3.3	89.0	0	2.0	360	225	0.5	0.0	7.0	-21.57	2.99	0	0	0	0.0	0.0	0	2	297
2	11	42	21	-1.8	0	-3.4	89.0	0	3.0	10	226	0.1	0.0	7.0	-30.55	2.99	0	0	0	0.0	0.0	0	2	299
2	11	42	22	-2.7	0	-4.4	88.0	0	2.0	10	220	0.0	0.0	7.0	-38.86	2.99	0	0	0	0.0	0.0	0	2	293
2	11	42	23	-3.4	0	-5.3	87.0	0	2.0	10	216	0.0	0.0	7.0	-45.83	2.99	0	0	0	0.0	0.0	0	2	290
2	11	42	24	-4.4	0	-6.2	87.0	0	2.0	10	212	0.0	0.0	7.0	-50.48	2.99	0	0	0	0.0	0.0	0	2	285
2	12	43	1	-5.0	0	-6.0	93.0	0	1.0	330	209	0.0	0.0	7.0	-51.51	2.76	0	0	0	0.0	0.0	0	2	280
2	12	43	2	-5.6	0	-6.4	94.0	0	1.0	320	206	0.0	0.0	7.0	-49.23	2.76	0	0	0	0.0	0.0	0	2	278
2	12	43	3	-5.9	0	-5.9	100.0	0	1.0	310	205	0.0	0.0	7.0	-43.89	2.76	0	0	0	0.0	0.0	0	2	277
2	12	43	4	-6.1	0	-6.4	98.0	0	2.0	270	204	0.0	0.0	7.0	-36.52	2.76	0	0	0	0.0	0.0	0	1	278
2	12	43	5	-6.0	0	-6.4	97.0	0	2.0	270	209	0.0	0.0	8.0	-27.98	2.76	0	0	0	0.0	0.0	0	1	278
2	12	43	6	-5.5	0	-5.8	98.0	0	2.0	270	234	0.0	0.0	8.0	-18.93	2.76	0	0	0	0.0	0.0	0	1	281
2	12	43	7	-5.2	0	-5.2	100.0	0	2.0	260	249	0.0	0.0	8.0	-9.81	2.76	0	0	0	0.0	0.0	0	1	282
2	12	43	8	-5.0	28	-5.5	96.0	25	2.0	260	219	0.0	1.5	8.0	3.13	2.76	51	8	5	14.1	3.3	0	1	292
2	12	43	9	-4.5	89	-5.0	96.0	83	2.0	270	227	0.0	49.9	8.0	7.06	2.76	49	90	34	172.2	38.0	36	1	296
2	12	43	10	-2.7	128	-4.4	88.0	125	1.0	250	235	0.0	27.7	8.0	14.02	2.76	12	209	53	339.6	88.0	55	1	305
2	12	43	11	-1.7	145	-4.1	84.0	142	1.0	290	249	0.0	18.3	8.0	19.40	2.76	9	312	66	465.7	131.3	65	1	311
2	12	43	12	-1.0	186	-4.9	75.0	183	2.0	270	243	0.0	22.7	8.0	22.74	2.76	8	378	72	541.7	158.8	82	0	315
2	12	43	13	-0.7	147	-5.0	73.0	147	1.0	280	263	0.0	12.6	8.0	23.67	2.76	0	396	74	562.7	166.6	67	0	315
2	12	43	14	-0.6	114	-4.7	74.0	111	1.0	280	278	0.0	8.6	8.0	22.09	2.76	8	366	71	527.1	153.8	53	0	314
2	12	43	15	-0.7	81	-4.6	75.0	81	1.0	260	278	0.0	6.4	8.0	18.18	2.76	0	290	63	437.4	122.0	38	0	313
2	12	43	16	-0.9	36	-4.4	77.0	36	1.0	250	277	0.0	3.3	8.0	12.34	2.76	0	180	49	299.6	75.8	17	0	310
2	12	43	17	-1.0	11	-4.2	79.0	11	1.0	250	276	0.0	0.0	8.0	5.04	2.76	0	64	28	123.2	27.1	6	0	309
2	12	43	18	-1.1	0	-4.5	78.0	0	2.0	240	276	0.0	0.0	8.0	0.99	2.76	0	1	1	1.4	0.5	0	0	300
2	12	43	19	-1.1	0	-4.8	76.0	0	2.0	230	276	0.0	0.0	8.0	-12.17	2.76	0	0	0	0.0	0.0	0	0	300
2	12	43	20	-1.3	0	-4.0	82.0	0	2.0	200	275	0.0	0.0	8.0	-21.31	2.76	0	0	0	0.0	0.0	0	0	299
2	12	43	21	-1.4	0	-4.4	80.0	0	2.0	200	274	0.0	0.0	8.0	-30.28	2.76	0	0	0	0.0	0.0	0	0	298
2	12	43	22	-1.4	0	-3.8	84.0	0	3.0	200	274	0.0	0.0	8.0	-38.58	2.76	0	0	0	0.0	0.0	0	0	300
2	12	43	23	-1.2	0	-3.6	84.0	0	2.0	200	275	0.0	0.0	8.0	-45.52	2.76	0	0	0	0.0	0.0	0	0	299
