#1
#Germany_Potsdam_2012_DWD
# 52,47         13,4          50            1
#
# hy	p	Ta	RH	G_Bh	G_Dh	N	FF	DD
double tab1(8784,9)
 1	998.9	1.9	95.0	0.0	0.0	8.0	4.0	170.0
 2	998.7	2.0	97.0	0.0	0.0	8.0	3.3	160.0
 3	998.7	2.4	98.0	0.0	0.0	8.0	3.5	180.0
 4	998.3	2.9	99.0	0.0	0.0	8.0	3.7	190.0
 5	998.1	3.4	99.0	0.0	0.0	8.0	3.8	190.0
 6	998.2	3.7	99.0	0.0	0.0	8.0	4.1	190.0
 7	998.2	4.1	99.0	0.0	0.0	8.0	4.4	190.0
 8	998.1	4.7	100.0	0.0	0.0	8.0	4.5	190.0
 9	998.1	5.2	98.0	0.0	5.6	8.0	5.0	200.0
 10	997.8	6.0	99.0	0.0	27.8	8.0	5.0	200.0
 11	997.8	6.9	98.0	0.0	27.8	7.0	5.1	210.0
 12	997.4	8.0	97.0	0.0	44.4	8.0	5.3	220.0
 13	997.3	8.4	98.0	0.0	30.6	8.0	5.2	220.0
 14	997.3	9.0	98.0	0.0	33.3	8.0	5.8	220.0
 15	997.1	9.5	100.0	0.0	47.2	7.0	5.5	230.0
 16	997.2	9.6	97.0	0.0	8.3	7.0	5.6	230.0
 17	997.6	9.5	97.0	0.0	0.0	7.0	5.2	230.0
 18	997.9	9.6	100.0	0.0	0.0	8.0	5.2	230.0
 19	998.0	9.5	100.0	0.0	0.0	6.0	4.2	210.0
 20	997.6	9.7	100.0	0.0	0.0	7.0	4.5	190.0
 21	997.2	10.1	97.0	0.0	0.0	7.0	5.1	200.0
 22	996.3	10.3	97.0	0.0	0.0	7.0	5.2	190.0
 23	995.6	10.0	95.0	0.0	0.0	8.0	6.4	190.0
 24	994.7	9.9	95.0	0.0	0.0	8.0	5.9	190.0
 25	993.7	9.8	96.0	0.0	0.0	8.0	5.8	180.0
 26	992.7	10.1	95.0	0.0	0.0	8.0	6.6	180.0
 27	992.2	10.6	93.0	0.0	0.0	8.0	5.9	200.0
 28	991.6	11.0	90.0	0.0	0.0	8.0	6.5	200.0
 29	991.0	11.4	87.0	0.0	0.0	8.0	6.3	200.0
 30	990.5	11.8	84.0	0.0	0.0	8.0	6.5	200.0
 31	990.7	11.8	85.0	0.0	0.0	8.0	6.6	210.0
 32	991.7	9.9	96.0	0.0	0.0	7.0	5.9	250.0
 33	992.0	10.3	90.0	0.0	5.6	8.0	5.5	260.0
 34	992.6	9.2	96.0	0.0	19.4	8.0	5.2	250.0
 35	992.8	9.2	98.0	0.0	30.6	8.0	4.0	230.0
 36	992.7	9.2	98.0	0.0	52.8	8.0	3.8	230.0
 37	992.5	9.3	97.0	0.0	66.7	8.0	3.2	250.0
 38	992.7	9.2	97.0	0.0	44.4	8.0	3.1	240.0
 39	993.3	8.9	97.0	0.0	13.9	8.0	3.8	260.0
 40	994.4	7.9	97.0	0.0	5.6	8.0	5.4	280.0
 41	995.5	7.4	97.0	0.0	0.0	8.0	5.0	270.0
 42	996.6	6.9	97.0	0.0	0.0	8.0	5.4	260.0
 43	997.6	6.6	100.0	0.0	0.0	8.0	5.2	260.0
 44	998.9	6.2	97.0	0.0	0.0	7.0	6.3	260.0
 45	1000.0	5.7	97.0	0.0	0.0	7.0	5.9	260.0
 46	1000.6	5.1	97.0	0.0	0.0	7.0	5.0	240.0
 47	1001.1	4.7	96.0	0.0	0.0	7.0	5.3	240.0
 48	1002.0	4.8	94.0	0.0	0.0	7.0	4.8	240.0
 49	1002.5	4.1	95.0	0.0	0.0	6.0	4.9	240.0
 50	1003.5	4.0	94.0	0.0	0.0	6.0	5.4	240.0
 51	1004.2	3.4	94.0	0.0	0.0	1.0	5.9	240.0
 52	1004.6	2.5	93.0	0.0	0.0	0.0	5.8	230.0
 53	1004.7	2.1	92.0	0.0	0.0	0.0	5.7	230.0
 54	1004.8	1.8	91.0	0.0	0.0	0.0	5.8	210.0
 55	1004.6	1.2	95.0	0.0	0.0	0.0	6.4	200.0
 56	1004.8	1.4	96.0	0.0	0.0	2.0	6.4	200.0
 57	1004.5	1.9	92.0	5.6	16.7	2.0	6.2	200.0
 58	1003.6	3.0	89.0	72.2	38.9	2.0	6.3	200.0
 59	1002.5	3.8	82.0	138.9	50.0	2.0	6.6	200.0
 60	1001.0	5.0	77.0	130.6	88.9	4.0	6.8	200.0
 61	999.2	5.4	75.0	2.8	83.3	7.0	8.2	210.0
 62	997.3	5.8	73.0	0.0	25.0	8.0	8.2	200.0
 63	995.5	5.6	78.0	0.0	16.7	8.0	8.4	190.0
 64	994.0	6.4	72.0	0.0	5.6	8.0	8.8	190.0
 65	992.3	7.1	69.0	0.0	0.0	8.0	8.2	190.0
 66	990.7	7.6	69.0	0.0	0.0	8.0	8.5	200.0
 67	989.8	8.3	67.0	0.0	0.0	8.0	9.0	210.0
 68	988.5	8.6	69.0	0.0	0.0	7.0	8.9	200.0
 69	987.7	9.3	70.0	0.0	0.0	7.0	9.4	210.0
 70	988.1	9.0	78.0	0.0	0.0	7.0	9.6	220.0
 71	988.6	7.6	91.0	0.0	0.0	7.0	9.2	240.0
 72	989.3	6.4	90.0	0.0	0.0	1.0	8.1	240.0
 73	989.4	6.8	78.0	0.0	0.0	6.0	8.6	240.0
 74	990.6	5.9	73.0	0.0	0.0	2.0	10.7	250.0
 75	991.4	5.4	71.0	0.0	0.0	3.0	8.4	250.0
 76	991.4	5.3	70.0	0.0	0.0	3.0	7.6	250.0
 77	991.3	4.6	77.0	0.0	0.0	5.0	6.9	240.0
 78	991.4	4.6	77.0	0.0	0.0	4.0	6.3	240.0
 79	991.5	5.0	69.0	0.0	0.0	5.0	7.7	250.0
 80	991.7	4.2	74.0	0.0	0.0	5.0	7.2	240.0
 81	992.3	4.1	73.0	0.0	11.1	2.0	7.2	240.0
 82	992.8	4.6	71.0	52.8	61.1	3.0	7.5	240.0
 83	993.5	5.7	69.0	13.9	83.3	6.0	8.6	240.0
 84	994.3	6.1	73.0	11.1	108.3	7.0	9.2	250.0
 85	994.7	6.2	77.0	19.4	116.7	6.0	9.4	260.0
 86	995.2	6.3	72.0	22.2	58.3	7.0	8.8	260.0
 87	995.4	5.6	79.0	22.2	58.3	5.0	9.2	260.0
 88	996.0	5.5	73.0	0.0	19.4	3.0	9.1	250.0
 89	996.5	5.1	75.0	0.0	0.0	4.0	9.7	250.0
 90	996.8	4.3	76.0	0.0	0.0	2.0	8.0	250.0
 91	996.2	4.6	77.0	0.0	0.0	4.0	8.5	250.0
 92	995.9	4.3	77.0	0.0	0.0	5.0	8.2	240.0
 93	995.1	5.0	72.0	0.0	0.0	7.0	8.1	230.0
 94	994.0	5.0	72.0	0.0	0.0	7.0	8.2	230.0
 95	991.9	5.1	71.0	0.0	0.0	7.0	7.8	220.0
 96	989.7	5.1	73.0	0.0	0.0	7.0	9.2	220.0
 97	987.5	3.8	91.0	0.0	0.0	8.0	9.4	220.0
 98	985.3	3.5	94.0	0.0	0.0	8.0	7.9	210.0
 99	982.2	3.3	94.0	0.0	0.0	8.0	9.1	210.0
 100	979.3	3.6	94.0	0.0	0.0	8.0	9.1	210.0
 101	976.0	4.1	94.0	0.0	0.0	8.0	9.5	210.0
 102	973.0	4.6	94.0	0.0	0.0	8.0	9.1	210.0
 103	971.1	4.9	93.0	0.0	0.0	8.0	10.0	220.0
 104	969.9	5.2	91.0	0.0	0.0	8.0	10.0	230.0
 105	969.0	5.4	86.0	0.0	5.6	7.0	10.6	240.0
 106	969.6	5.3	85.0	2.8	22.2	7.0	10.0	240.0
 107	968.7	5.1	84.0	2.8	52.8	6.0	8.5	240.0
 108	968.1	6.1	78.0	30.6	130.6	4.0	8.7	250.0
 109	966.8	6.0	80.0	33.3	119.4	7.0	7.9	230.0
 110	965.7	5.8	78.0	44.4	77.8	5.0	8.3	230.0
 111	965.6	4.0	94.0	0.0	19.4	7.0	9.2	240.0
 112	964.7	4.0	91.0	2.8	11.1	7.0	7.7	240.0
 113	964.7	4.4	87.0	0.0	0.0	7.0	9.0	240.0
 114	964.9	4.1	89.0	0.0	0.0	8.0	9.7	250.0
 115	966.0	4.2	91.0	0.0	0.0	8.0	11.3	260.0
 116	967.7	4.1	87.0	0.0	0.0	8.0	11.9	270.0
 117	968.7	3.6	89.0	0.0	0.0	8.0	12.6	270.0
 118	970.0	2.9	94.0	0.0	0.0	8.0	12.0	270.0
 119	971.6	2.7	94.0	0.0	0.0	8.0	12.2	280.0
 120	973.4	3.1	92.0	0.0	0.0	8.0	10.5	280.0
 121	974.9	3.1	90.0	0.0	0.0	8.0	11.0	290.0
 122	976.5	3.2	91.0	0.0	0.0	8.0	9.9	290.0
 123	978.3	3.3	93.0	0.0	0.0	8.0	8.6	290.0
 124	980.0	3.4	89.0	0.0	0.0	8.0	7.8	290.0
 125	982.0	3.2	81.0	0.0	0.0	8.0	9.0	300.0
 126	983.7	2.5	83.0	0.0	0.0	8.0	8.3	300.0
 127	985.5	1.8	85.0	0.0	0.0	5.0	8.0	290.0
 128	987.7	2.0	85.0	0.0	0.0	6.0	8.4	290.0
 129	989.8	1.6	86.0	0.0	11.1	6.0	7.5	300.0
 130	991.6	1.9	86.0	2.8	38.9	7.0	7.0	300.0
 131	993.6	2.4	83.0	0.0	61.1	7.0	6.1	290.0
 132	995.0	2.4	84.0	0.0	44.4	8.0	5.9	300.0
 133	996.2	2.6	83.0	0.0	41.7	8.0	6.4	300.0
 134	997.2	2.3	86.0	0.0	36.1	7.0	6.1	290.0
 135	998.5	2.3	87.0	0.0	25.0	7.0	6.0	290.0
 136	999.8	2.7	82.0	0.0	5.6	7.0	5.4	290.0
 137	1001.2	2.3	78.0	0.0	0.0	7.0	5.9	290.0
