m	dofm	dofy	hi	Ta	G_Gh	Td	RH	G_Dh	FF	DD	Lin	RR	Sd	N	hs	TL	G_Bn	G_Gc	G_Dc	Gex	G_Ghmod	PAR	Snd	Lup
-	-	-	-	[°C]	[W/m2]	[°C]	[%]	[W/m2]	[m/s]	[°]	[W/m2]	[mm]	[min]	[octas]	[°]	[-]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[W/m2]	[mm]	[W/m2]
3	31	90	15	13.8	306	8.0	68.0	256	10.0	270	325	0.2	22.3	8.0	33.84	3.08	90	565	98	763.0	264.2	132	0	391
3	31	90	16	13.5	170	8.8	73.0	153	7.0	260	340	0.0	8.5	8.0	26.81	3.08	38	437	87	617.9	204.5	75	0	386
3	31	90	17	13.3	100	7.8	69.0	97	7.0	270	352	0.0	5.5	8.0	18.54	3.08	9	283	70	435.6	132.4	44	0	383
3	31	90	18	12.1	22	7.2	72.0	22	9.0	260	345	0.0	0.0	8.0	9.61	3.08	0	126	46	228.7	59.1	10	0	374
3	31	90	19	10.4	6	8.8	90.0	6	8.0	260	336	0.0	0.0	8.0	5.04	3.08	0	17	11	33.4	8.1	0	0	365
3	31	90	20	10.1	0	7.9	86.0	0	6.0	270	320	0.0	0.0	8.0	-8.48	3.08	0	0	0	0.0	0.0	0	0	360
3	31	90	21	9.0	0	7.1	88.0	0	6.0	270	285	0.0	0.0	8.0	-16.82	3.08	0	0	0	0.0	0.0	0	0	354
3	31	90	22	8.4	0	7.0	91.0	0	5.0	260	285	0.0	0.0	8.0	-24.07	3.08	0	0	0	0.0	0.0	0	0	350
3	31	90	23	8.5	0	6.5	87.0	0	6.0	270	291	0.0	0.0	8.0	-29.66	3.08	0	0	0	0.0	0.0	0	0	352
3	31	90	24	7.8	0	5.9	88.0	0	5.0	260	277	0.0	0.0	8.0	-32.99	3.08	0	0	0	0.0	0.0	0	0	347
4	1	91	1	7.0	0	5.3	89.0	0	4.0	250	276	0.0	0.0	2.0	-33.21	3.03	0	0	0	0.0	0.0	0	0	341
4	1	91	2	6.3	0	4.9	91.0	0	4.0	240	271	0.0	0.0	2.0	-30.99	3.03	0	0	0	0.0	0.0	0	0	337
4	1	91	3	7.0	0	5.2	88.0	0	4.0	240	317	0.0	0.0	2.0	-26.30	3.03	0	0	0	0.0	0.0	0	0	341
4	1	91	4	7.7	0	6.8	94.0	0	5.0	250	321	0.0	0.0	2.0	-19.70	3.03	0	0	0	0.0	0.0	0	0	346
4	1	91	5	7.4	0	7.1	98.0	0	3.0	230	319	0.0	0.0	2.0	-11.77	3.03	0	0	0	0.0	0.0	0	0	341
4	1	91	6	7.5	3	7.5	100.0	3	4.0	230	305	0.0	3.8	2.0	1.50	3.03	0	2	2	3.0	0.8	1	0	349
4	1	91	7	7.7	56	7.7	100.0	50	4.0	230	287	0.0	30.4	2.0	6.07	3.03	57	74	33	144.7	34.2	24	0	353
4	1	91	8	9.3	211	6.9	85.0	83	4.0	240	287	0.0	57.9	2.0	15.14	3.03	490	219	60	357.7	102.0	90	0	367
4	1	91	9	11.8	348	7.3	74.0	181	5.0	240	344	0.0	59.8	5.0	23.76	3.03	414	380	80	551.7	176.5	148	0	386
4	1	91	10	12.0	252	7.9	76.0	233	3.0	240	345	0.1	25.2	8.0	31.41	3.03	36	522	92	713.7	242.5	114	0	384
4	1	91	11	13.5	378	7.5	67.0	281	4.0	250	353	0.0	41.1	7.0	37.45	3.03	160	628	100	832.6	292.0	168	0	397
4	1	91	12	11.3	198	8.9	85.0	181	3.0	240	341	0.0	9.7	8.0	41.11	3.03	26	690	103	900.2	320.6	94	0	378
4	1	91	13	13.2	283	8.3	72.0	200	2.0	210	352	0.0	19.3	7.0	41.77	3.03	125	701	104	912.1	325.7	130	0	393
4	1	91	14	14.3	328	7.6	64.0	253	4.0	240	358	0.0	29.0	7.0	39.30	3.03	118	661	102	867.3	307.1	148	0	399
4	1	91	15	13.8	166	6.0	59.0	144	7.0	240	355	0.5	9.4	8.0	34.16	3.03	39	573	96	768.9	266.3	79	0	388
4	1	91	16	13.4	106	6.5	63.0	106	5.0	240	353	0.0	6.2	8.0	27.10	3.03	0	445	86	623.7	206.7	51	0	384
4	1	91	17	13.3	105	7.3	67.0	69	3.0	230	339	0.0	11.3	6.0	18.81	3.03	112	290	69	441.5	134.6	49	0	384
4	1	91	18	12.8	42	7.3	69.0	39	3.0	240	325	0.0	6.8	2.0	9.87	3.03	18	131	46	234.7	61.1	20	0	378
4	1	91	19	11.4	3	7.2	75.0	3	4.0	230	308	0.0	0.0	2.0	5.30	3.03	0	19	12	36.9	8.9	2	0	369
4	1	91	20	11.5	0	6.7	72.0	0	5.0	260	306	0.0	0.0	2.0	-8.21	3.03	0	0	0	0.0	0.0	0	0	365
4	1	91	21	9.1	0	6.6	84.0	0	4.0	240	286	0.0	0.0	2.0	-16.53	3.03	0	0	0	0.0	0.0	0	0	351
4	1	91	22	8.5	0	6.5	87.0	0	5.0	240	284	0.0	0.0	2.0	-23.75	3.03	0	0	0	0.0	0.0	0	0	350
4	1	91	23	8.6	0	6.9	89.0	0	5.0	250	303	0.0	0.0	2.0	-29.31	3.03	0	0	0	0.0	0.0	0	0	350
4	1	91	24	8.0	0	6.5	90.0	0	5.0	240	279	0.0	0.0	2.0	-32.62	3.03	0	0	0	0.0	0.0	0	0	347
4	2	92	1	7.3	0	6.2	93.0	0	4.0	260	274	0.0	0.0	2.0	-32.82	2.89	0	0	0	0.0	0.0	0	0	342
4	2	92	2	7.2	0	6.1	93.0	0	5.0	260	273	0.0	0.0	2.0	-30.60	2.89	0	0	0	0.0	0.0	0	0	343
4	2	92	3	6.2	0	5.8	97.0	0	4.0	250	267	0.0	0.0	2.0	-25.92	2.89	0	0	0	0.0	0.0	0	0	337
4	2	92	4	5.0	0	4.7	98.0	0	3.0	250	260	0.0	0.0	2.0	-19.32	2.89	0	0	0	0.0	0.0	0	0	329
4	2	92	5	4.8	0	4.5	98.0	0	3.0	220	259	0.0	0.0	2.0	-11.41	2.89	0	0	0	0.0	0.0	0	0	328
4	2	92	6	4.0	12	3.7	98.0	11	4.0	210	255	0.0	7.5	2.0	1.85	2.89	18	3	2	4.6	1.7	5	0	333
4	2	92	7	4.8	103	4.5	98.0	50	4.0	210	259	0.0	60.0	2.0	6.42	2.89	474	79	33	153.0	53.0	42	0	340
4	2	92	8	6.6	248	6.6	100.0	92	3.0	220	271	0.0	60.0	2.0	15.50	2.89	584	229	58	365.7	152.9	104	0	356
4	2	92	9	10.1	405	6.3	77.0	158	2.0	210	295	0.0	60.0	3.0	24.13	2.89	604	391	77	559.4	261.0	170	0	383
4	2	92	10	11.6	433	5.1	64.0	172	5.0	250	310	0.0	58.6	4.0	31.79	2.89	495	534	88	721.0	356.2	186	0	388
4	2	92	11	12.4	431	3.1	53.0	228	4.0	240	333	0.0	49.9	5.0	37.84	2.89	331	640	95	839.5	427.6	189	0	394
4	2	92	12	12.8	333	3.0	51.0	261	5.0	230	325	0.0	27.3	7.0	41.50	2.89	109	702	98	906.8	468.6	151	0	390
4	2	92	13	15.1	612	2.0	41.0	181	3.0	210	332	0.0	60.0	2.0	42.15	2.89	642	713	98	918.3	475.8	262	0	420
4	2	92	14	15.1	464	4.2	48.0	242	4.0	200	340	0.0	52.2	5.0	39.65	2.89	348	672	97	873.3	448.8	203	0	410
4	2	92	15	15.2	314	4.6	49.0	228	5.0	210	363	0.0	33.3	7.0	34.48	2.89	152	584	92	774.8	389.7	140	0	403
4	2	92	16	14.0	103	6.4	60.0	100	4.0	210	356	0.0	5.9	8.0	27.38	2.89	7	455	82	629.4	303.5	50	0	388
4	2	92	17	14.2	153	6.4	59.0	131	4.0	200	357	0.0	23.6	8.0	19.08	2.89	67	298	67	447.3	199.2	69	0	391
4	2	92	18	13.2	33	7.0	66.0	33	4.0	200	328	0.0	4.5	8.0	10.13	2.89	0	138	44	240.6	91.9	16	0	380
4	2	92	19	9.5	0	8.7	95.0	0	5.0	220	331	0.0	0.0	8.0	5.56	2.89	0	21	12	40.5	14.0	0	0	355
4	2	92	20	9.5	0	9.5	100.0	0	5.0	220	297	0.0	0.0	8.0	-7.94	2.89	0	0	0	0.0	0.0	0	0	355
4	2	92	21	9.7	0	8.5	92.0	0	7.0	250	332	0.0	0.0	8.0	-16.24	2.89	0	0	0	0.0	0.0	0	0	359
4	2	92	22	8.6	0	7.1	90.0	0	6.0	260	284	0.0	0.0	8.0	-23.44	2.89	0	0	0	0.0	0.0	0	0	352
4	2	92	23	7.1	0	6.0	93.0	0	4.0	260	272	0.0	0.0	8.0	-28.97	2.89	0	0	0	0.0	0.0	0	0	342
4	2	92	24	5.8	0	5.5	98.0	0	4.0	250	265	0.0	0.0	8.0	-32.25	2.89	0	0	0	0.0	0.0	0	0	336
4	3	93	1	5.1	0	5.0	99.0	0	4.0	240	266	0.0	0.0	8.0	-32.43	2.70	0	0	0	0.0	0.0	0	0	332
4	3	93	2	5.0	0	4.7	98.0	0	4.0	230	260	0.0	0.0	8.0	-30.21	2.70	0	0	0	0.0	0.0	0	0	332
4	3	93	3	5.0	0	4.7	98.0	0	4.0	210	280	0.0	0.0	8.0	-25.53	2.70	0	0	0	0.0	0.0	0	0	332
4	3	93	4	4.7	0	4.7	100.0	0	5.0	210	259	0.1	0.0	8.0	-18.95	2.70	0	0	0	0.0	0.0	0	0	332
4	3	93	5	4.6	0	4.6	100.0	0	4.0	220	260	0.9	0.0	8.0	-11.04	2.70	0	0	0	0.0	0.0	0	0	330
4	3	93	6	4.1	9	3.8	98.0	8	4.0	220	257	0.3	4.6	8.0	2.20	2.70	26	3	3	6.5	1.3	4	0	333
4	3	93	7	5.7	75	5.7	100.0	61	4.0	220	295	0.0	42.9	8.0	6.77	2.70	119	86	32	161.3	32.9	32	0	344
4	3	93	8	7.3	134	5.8	90.0	128	4.0	210	319	0.0	26.0	8.0	15.85	2.70	22	240	55	373.6	91.8	59	0	354
4	3	93	9	8.8	225	5.4	79.0	219	4.0	220	327	0.0	32.0	8.0	24.49	2.70	14	404	72	567.0	154.4	100	0	365
4	3	93	10	10.8	384	5.6	70.0	306	5.0	230	324	0.0	51.7	8.0	32.17	2.70	147	548	82	728.2	209.2	167	0	382
4	3	93	11	12.8	556	4.0	55.0	214	5.0	220	317	0.0	60.0	4.0	38.23	2.70	553	655	88	846.3	250.2	238	0	400
4	3	93	12	11.4	181	3.5	58.0	175	7.0	240	341	0.0	8.1	8.0	41.89	2.70	9	717	91	913.2	273.7	87	0	376
4	3	93	13	9.4	294	6.5	82.0	275	5.0	240	330	0.0	20.3	8.0	42.53	2.70	28	727	91	924.5	277.8	135	0	371
4	3	93	14	7.8	106	6.6	92.0	106	6.0	250	322	0.0	3.8	8.0	40.00	2.70	0	686	90	879.2	262.1	53	0	355
4	3	93	15	7.7	86	5.5	86.0	86	6.0	250	339	0.0	3.4	8.0	34.80	2.70	0	597	85	780.5	228.0	43	0	354
4	3	93	16	7.1	59	6.7	97.0	56	7.0	260	336	0.0	0.0	8.0	27.67	2.70	6	467	77	635.2	178.3	30	0	350
4	3	93	17	7.1	22	6.8	98.0	22	7.0	270	318	0.0	0.0	8.0	19.34	2.70	0	309	63	453.0	117.9	12	0	349
4	3	93	18	6.4	8	5.0	91.0	8	10.0	290	314	0.0	0.0	8.0	10.38	2.70	0	145	42	246.5	55.4	4	0	345
4	3	93	19	5.6	3	4.9	95.0	3	8.0	290	310	0.0	0.0	8.0	5.81	2.70	0	23	13	44.3	8.9	2	0	341
4	3	93	20	5.6	0	3.4	86.0	0	6.0	280	310	0.0	0.0	8.0	-7.67	2.70	0	0	0	0.0	0.0	0	0	337
4	3	93	21	5.4	0	2.9	84.0	0	6.0	280	309	0.0	0.0	8.0	-15.95	2.70	0	0	0	0.0	0.0	0	0	336
4	3	93	22	5.2	0	1.9	79.0	0	6.0	280	308	0.0	0.0	8.0	-23.13	2.70	0	0	0	0.0	0.0	0	0	335
4	3	93	23	4.1	0	1.3	82.0	0	5.0	280	255	0.0	0.0	8.0	-28.63	2.70	0	0	0	0.0	0.0	0	0	329
4	3	93	24	2.6	0	1.1	90.0	0	4.0	260	248	0.0	0.0	8.0	-31.87	2.70	0	0	0	0.0	0.0	0	0	320
4	4	94	1	1.7	0	1.0	95.0	0	4.0	260	244	0.0	0.0	8.0	-32.04	2.38	0	0	0	0.0	0.0	0	0	316
4	4	94	2	1.2	0	1.1	99.0	0	3.0	240	241	0.0	0.0	8.0	-29.82	2.38	0	0	0	0.0	0.0	0	0	312
4	4	94	3	0.9	0	0.6	98.0	0	3.0	250	286	0.0	0.0	8.0	-25.15	2.38	0	0	0	0.0	0.0	0	0	311
4	4	94	4	1.6	0	1.6	100.0	0	2.0	240	289	0.0	0.0	8.0	-18.58	2.38	0	0	0	0.0	0.0	0	0	312
4	4	94	5	2.1	0	1.8	98.0	0	3.0	230	292	0.0	0.0	8.0	-10.68	2.38	0	0	0	0.0	0.0	0	0	316
4	4	94	6	2.0	8	1.7	98.0	8	3.0	210	264	0.3	3.4	8.0	2.55	2.38	0	5	3	8.7	2.4	4	0	323
4	4	94	7	2.0	67	1.9	99.0	61	3.0	210	264	0.0	31.7	8.0	7.12	2.38	48	95	29	169.5	47.8	29	0	325
4	4	94	8	4.0	122	2.5	90.0	119	1.0	220	286	0.0	20.5	8.0	16.21	2.38	11	256	49	381.5	128.5	55	0	338
4	4	94	9	4.0	50	3.0	93.0	50	4.0	230	320	0.0	0.0	8.0	24.85	2.38	0	423	63	574.5	212.6	25	0	334
4	4	94	10	3.4	83	3.1	98.0	83	2.0	210	317	0.0	3.5	8.0	32.54	2.38	0	568	72	735.3	285.6	41	0	333
4	4	94	11	5.2	300	3.9	91.0	258	2.0	220	281	0.0	25.0	8.0	38.61	2.38	67	676	76	853.0	340.0	136	0	352
4	4	94	12	6.5	553	4.5	87.0	328	3.0	200	280	0.0	58.6	6.0	42.28	2.38	334	738	78	919.6	371.1	239	0	370
4	4	94	13	5.1	250	2.1	81.0	200	7.0	290	292	0.0	14.4	8.0	42.90	2.38	73	748	79	930.5	376.4	116	0	346
4	4	94	14	7.5	512	0.7	62.0	206	8.0	270	305	0.0	57.1	4.0	40.35	2.38	473	707	77	885.0	355.5	222	0	365
4	4	94	15	8.6	433	0.8	58.0	136	7.0	270	286	0.0	54.5	3.0	35.11	2.38	516	617	74	786.2	310.0	188	0	370
4	4	94	16	7.4	272	-0.3	58.0	119	7.0	280	305	0.0	36.4	4.0	27.96	2.38	326	485	67	640.8	243.7	120	0	358
4	4	94	17	5.7	195	1.2	73.0	81	4.0	270	266	0.0	36.5	4.0	19.61	2.38	340	324	55	458.7	162.9	85	0	348
4	4	94	18	5.4	72	1.7	77.0	36	3.0	260	282	0.0	16.2	4.0	10.64	2.38	195	156	38	252.4	78.2	32	0	342
4	4	94	19	3.1	11	2.1	93.0	8	4.0	260	270	0.0	5.7	4.0	6.07	2.38	28	26	12	48.3	13.2	5	0	328
4	4	94	20	1.7	0	1.7	100.0	0	4.0	260	244	0.0	0.0	4.0	-7.40	2.38	0	0	0	0.0	0.0	0	0	316
4	4	94	21	1.4	0	0.7	95.0	0	4.0	270	241	0.0	0.0	3.0	-15.67	2.38	0	0	0	0.0	0.0	0	0	315
4	4	94	22	1.6	0	1.0	96.0	0	4.0	260	242	0.0	0.0	3.0	-22.81	2.38	0	0	0	0.0	0.0	0	0	316
4	4	94	23	1.0	0	0.4	96.0	0	4.0	260	239	0.0	0.0	3.0	-28.29	2.38	0	0	0	0.0	0.0	0	0	313
4	4	94	24	1.0	0	0.4	96.0	0	4.0	250	239	0.0	0.0	2.0	-31.50	2.38	0	0	0	0.0	0.0	0	0	312
4	5	95	1	0.9	0	-0.3	92.0	0	5.0	270	238	0.0	0.0	2.0	-31.66	2.59	0	0	0	0.0	0.0	0	0	313
4	5	95	2	0.6	0	-0.6	92.0	0	4.0	260	236	0.0	0.0	2.0	-29.43	2.59	0	0	0	0.0	0.0	0	0	311
4	5	95	3	0.3	0	-0.7	93.0	0	4.0	270	235	0.0	0.0	2.0	-24.77	2.59	0	0	0	0.0	0.0	0	0	309
4	5	95	4	-0.2	0	-1.1	94.0	0	4.0	250	232	0.0	0.0	1.0	-18.21	2.59	0	0	0	0.0	0.0	0	0	306
4	5	95	5	-0.5	0	-0.9	97.0	0	4.0	250	231	0.0	0.0	1.0	-10.32	2.59	0	0	0	0.0	0.0	0	0	305
4	5	95	6	-0.5	14	-0.8	98.0	14	4.0	250	231	0.0	7.5	1.0	2.90	2.59	0	6	4	11.2	5.2	6	0	312
4	5	95	7	0.0	122	-0.4	97.0	53	4.0	250	234	0.0	60.0	0.0	7.47	2.59	531	98	33	177.6	85.3	49	0	318
4	5	95	8	1.4	275	-0.1	90.0	78	4.0	260	241	0.0	60.0	0.0	16.56	2.59	691	256	54	389.3	224.0	114	0	331
4	5	95	9	3.5	452	-0.2	77.0	119	4.0	270	257	0.0	60.0	0.0	25.21	2.59	782	421	70	581.9	368.6	187	0	348
4	5	95	10	4.5	450	-1.7	64.0	192	5.0	270	289	0.0	58.9	4.0	32.92	2.59	475	565	79	742.4	494.5	193	0	352
4	5	95	11	6.2	631	-1.4	58.0	225	6.0	270	287	0.0	60.0	3.0	39.00	2.59	645	672	85	859.7	588.3	266	0	366
4	5	95	12	7.3	825	-3.6	46.0	283	6.0	260	293	0.0	60.0	3.0	42.67	2.59	800	733	87	925.9	641.7	343	0	378
4	5	95	13	6.3	511	-4.5	46.0	300	5.0	280	287	0.0	53.9	6.0	43.28	2.59	308	744	87	936.5	650.5	223	0	363
4	5	95	14	7.7	650	-3.8	44.0	214	5.0	280	287	0.0	60.0	3.0	40.70	2.59	669	702	86	890.8	614.2	275	0	376
4	5	95	15	6.3	375	-4.8	45.0	211	6.0	270	287	0.0	44.2	6.0	35.42	2.59	283	612	82	791.8	535.5	165	0	357
4	5	95	16	7.8	453	-4.6	41.0	106	4.0	280	278	0.0	60.0	0.0	28.24	2.59	733	481	74	646.4	421.0	191	0	370
4	5	95	17	7.0	245	-4.7	43.0	117	5.0	290	277	0.0	51.8	4.0	19.87	2.59	377	322	61	464.4	281.6	105	0	356
4	5	95	18	5.9	59	-3.2	52.0	56	5.0	280	297	0.0	10.5	8.0	10.89	2.59	16	156	42	258.2	136.2	27	0	344
4	5	95	19	5.3	9	-3.0	55.0	7	4.0	280	293	0.0	3.5	8.0	6.32	2.59	19	28	14	52.4	24.2	5	0	339
4	5	95	20	4.4	0	-0.2	72.0	0	6.0	340	288	0.0	0.0	8.0	-7.14	2.59	0	0	0	0.0	0.0	0	0	332
4	5	95	21	2.9	0	-0.6	78.0	0	3.0	300	254	0.0	0.0	8.0	-15.38	2.59	0	0	0	0.0	0.0	0	0	320
4	5	95	22	2.3	0	-0.1	84.0	0	3.0	290	257	0.0	0.0	8.0	-22.50	2.59	0	0	0	0.0	0.0	0	0	317
4	5	95	23	2.3	0	0.0	85.0	0	4.0	280	251	0.0	0.0	8.0	-27.94	2.59	0	0	0	0.0	0.0	0	0	319
4	5	95	24	2.1	0	0.5	89.0	0	5.0	280	276	0.0	0.0	8.0	-31.14	2.59	0	0	0	0.0	0.0	0	0	320
4	6	96	1	1.3	0	-0.2	90.0	0	3.0	270	272	0.0	0.0	8.0	-31.27	3.22	0	0	0	0.0	0.0	0	0	313
4	6	96	2	0.7	0	-0.3	93.0	0	3.0	280	285	0.0	0.0	8.0	-29.04	3.22	0	0	0	0.0	0.0	0	0	310
4	6	96	3	0.2	0	-0.5	95.0	0	3.0	280	240	0.0	0.0	8.0	-24.39	3.22	0	0	0	0.0	0.0	0	0	308
4	6	96	4	-0.6	0	-1.0	97.0	0	3.0	260	230	0.0	0.0	8.0	-17.84	3.22	0	0	0	0.0	0.0	0	0	304
4	6	96	5	-1.3	0	-1.3	100.0	0	3.0	270	227	0.0	0.0	8.0	-9.97	3.22	0	0	0	0.0	0.0	0	0	301
4	6	96	6	-1.6	14	-2.0	97.0	12	2.0	250	225	0.0	7.5	8.0	3.25	3.22	35	7	5	14.1	5.0	6	0	306
4	6	96	7	-1.3	139	-1.3	100.0	73	2.0	250	247	0.0	60.0	8.0	7.82	3.22	483	95	41	185.7	66.8	56	0	313
4	6	96	8	1.5	147	-0.7	85.0	139	2.0	250	289	0.0	27.8	8.0	16.91	3.22	28	246	68	397.1	172.5	65	0	327
4	6	96	9	2.9	269	-0.6	78.0	236	3.0	240	296	0.0	41.5	8.0	25.57	3.22	76	406	88	589.3	284.4	117	0	339
4	6	96	10	5.5	597	0.3	69.0	250	4.0	250	294	0.0	60.0	4.0	33.29	3.22	632	546	101	749.4	382.5	248	0	365
4	6	96	11	4.9	367	-0.1	70.0	256	3.0	270	306	0.0	36.3	7.0	39.38	3.22	175	651	108	866.3	455.8	163	0	353
4	6	96	12	6.7	630	-1.7	55.0	258	4.0	260	275	0.0	60.0	4.0	43.06	3.22	545	710	112	932.2	497.5	269	0	372
4	6	96	13	7.7	470	-1.8	51.0	281	4.0	260	287	0.0	47.9	6.0	43.65	3.22	274	720	112	942.5	504.2	207	0	370
4	6	96	14	8.9	522	-1.8	47.0	222	3.0	280	288	0.0	57.4	4.0	41.04	3.22	457	679	110	896.5	475.6	226	0	381
4	6	96	15	8.4	342	-2.0	48.0	189	3.0	260	299	0.0	37.1	5.0	35.73	3.22	262	591	104	797.4	413.8	152	0	370
4	6	96	16	8.1	167	-0.6	54.0	139	4.0	270	309	0.0	13.1	8.0	28.52	3.22	59	463	94	651.9	324.1	77	0	359
4	6	96	17	8.9	180	-1.2	49.0	144	4.0	270	313	0.0	29.8	7.0	20.13	3.22	105	308	77	470.0	215.8	79	0	364
4	6	96	18	8.0	67	-1.5	51.0	64	2.0	250	297	0.0	12.8	8.0	11.15	3.22	16	149	52	264.0	104.2	30	0	355
4	6	96	19	6.3	11	-0.7	61.0	9	3.0	200	287	0.0	4.3	8.0	6.57	3.22	21	28	17	56.7	19.8	5	0	344
4	6	96	20	5.5	0	-0.1	67.0	0	3.0	190	294	0.0	0.0	8.0	-6.87	3.22	0	0	0	0.0	0.0	0	0	332
4	6	96	21	5.6	0	-0.2	66.0	0	5.0	190	275	0.0	0.0	8.0	-15.10	3.22	0	0	0	0.0	0.0	0	0	336
4	6	96	22	4.6	0	0.0	72.0	0	5.0	190	261	0.0	0.0	8.0	-22.19	3.22	0	0	0	0.0	0.0	0	0	331
4	6	96	23	4.7	0	-0.1	71.0	0	4.0	210	290	0.0	0.0	8.0	-27.60	3.22	0	0	0	0.0	0.0	0	0	330
4	6	96	24	4.8	0	-0.2	70.0	0	4.0	210	291	0.0	0.0	8.0	-30.77	3.22	0	0	0	0.0	0.0	0	0	331
4	7	97	1	4.0	0	0.0	75.0	0	3.0	230	275	0.0	0.0	8.0	-30.89	3.20	0	0	0	0.0	0.0	0	0	325
4	7	97	2	3.9	0	-0.3	74.0	0	4.0	200	263	0.0	0.0	8.0	-28.66	3.20	0	0	0	0.0	0.0	0	0	327
4	7	97	3	3.5	0	-0.3	76.0	0	4.0	190	255	0.0	0.0	8.0	-24.01	3.20	0	0	0	0.0	0.0	0	0	325
4	7	97	4	3.0	0	-0.5	78.0	0	5.0	200	251	0.0	0.0	8.0	-17.47	3.20	0	0	0	0.0	0.0	0	0	324
4	7	97	5	2.6	0	-0.3	81.0	0	5.0	210	249	0.0	0.0	8.0	-9.61	3.20	0	0	0	0.0	0.0	0	0	322
4	7	97	6	3.0	8	-0.3	79.0	8	4.0	210	296	0.0	4.8	8.0	3.59	3.20	0	8	6	17.2	5.2	4	0	328
4	7	97	7	3.8	89	-0.2	75.0	81	3.0	220	285	0.0	42.0	8.0	8.16	3.20	56	100	42	193.7	62.1	37	0	335
4	7	97	8	5.8	150	-0.1	66.0	131	3.0	220	311	0.0	27.8	8.0	17.25	3.20	64	253	69	404.7	156.5	66	0	347
4	7	97	9	8.0	347	-0.2	56.0	236	4.0	240	283	0.0	57.3	6.0	25.93	3.20	254	413	88	596.6	255.5	148	0	367
4	7	97	10	9.9	347	-0.9	47.0	300	3.0	240	319	0.0	41.9	8.0	33.66	3.20	85	553	101	756.2	342.2	152	0	378
4	7	97	11	10.1	327	-2.2	42.0	308	5.0	260	334	0.0	28.5	8.0	39.76	3.20	30	658	108	872.8	406.7	147	0	376
4	7	97	12	9.5	264	-0.1	51.0	256	5.0	260	331	0.0	15.8	8.0	43.44	3.20	12	717	111	938.3	443.4	122	0	370
4	7	97	13	10.2	538	0.8	52.0	344	6.0	260	335	0.0	56.1	6.0	44.02	3.20	279	726	111	948.3	449.2	233	0	383
4	7	97	14	10.6	445	1.2	52.0	303	3.0	240	323	0.0	47.1	7.0	41.38	3.20	215	685	109	902.1	423.8	195	0	386
4	7	97	15	11.9	414	1.3	48.0	261	4.0	260	320	0.0	50.2	6.0	36.04	3.20	260	597	104	802.9	369.1	180	0	390
4	7	97	16	10.7	245	1.3	52.0	178	4.0	240	337	0.0	28.2	7.0	28.80	3.20	139	468	94	657.4	289.7	109	0	376
4	7	97	17	11.0	261	2.1	54.0	125	2.0	300	306	0.0	54.3	4.0	20.40	3.20	390	313	77	475.5	193.8	111	0	380
4	7	97	18	9.8	70	2.2	59.0	56	0.0	99	318	0.0	13.4	7.0	11.40	3.20	71	153	53	269.7	94.8	32	0	364
4	7	97	19	8.7	6	3.1	68.0	6	0.0	99	312	0.0	0.0	7.0	6.83	3.20	0	31	18	61.1	18.9	3	0	355
4	7	97	20	7.1	0	2.0	70.0	0	1.0	60	277	0.0	0.0	7.0	-6.61	3.20	0	0	0	0.0	0.0	0	0	335
4	7	97	21	7.1	0	2.2	71.0	0	3.0	120	285	0.0	0.0	7.0	-14.81	3.20	0	0	0	0.0	0.0	0	0	340
4	7	97	22	6.3	0	2.2	75.0	0	4.0	120	276	0.0	0.0	7.0	-21.88	3.20	0	0	0	0.0	0.0	0	0	338
4	7	97	23	5.9	0	2.4	78.0	0	4.0	130	300	0.0	0.0	7.0	-27.26	3.20	0	0	0	0.0	0.0	0	0	336
4	7	97	24	5.1	0	2.1	81.0	0	4.0	120	262	0.0	0.0	7.0	-30.40	3.20	0	0	0	0.0	0.0	0	0	332
4	8	98	1	5.5	0	-0.1	67.0	0	4.0	170	268	0.0	0.0	7.0	-30.51	3.17	0	0	0	0.0	0.0	0	0	334
4	8	98	2	4.5	0	-0.7	69.0	0	3.0	170	261	0.0	0.0	7.0	-28.28	3.17	0	0	0	0.0	0.0	0	0	328
4	8	98	3	4.5	0	-1.1	67.0	0	5.0	190	262	0.0	0.0	7.0	-23.63	3.17	0	0	0	0.0	0.0	0	0	331
4	8	98	4	4.7	0	-1.1	66.0	0	5.0	200	263	0.0	0.0	7.0	-17.11	3.17	0	0	0	0.0	0.0	0	0	332
4	8	98	5	4.4	0	-0.8	69.0	0	5.0	190	281	0.0	0.0	7.0	-9.26	3.17	0	0	0	0.0	0.0	0	0	331
4	8	98	6	4.6	6	-0.8	68.0	4	6.0	190	271	0.0	4.0	7.0	3.94	3.17	33	10	7	20.6	8.7	3	0	336
4	8	98	7	4.7	86	-0.9	67.0	67	6.0	200	265	0.0	36.7	7.0	8.50	3.17	128	106	42	201.7	90.1	36	0	339
4	8	98	8	6.9	220	-0.8	58.0	167	5.0	200	278	0.0	52.5	7.0	17.60	3.17	175	260	69	412.3	221.5	93	0	355
4	8	98	9	9.1	331	-0.8	50.0	228	5.0	210	290	0.0	54.2	7.0	26.28	3.17	233	420	88	603.8	358.4	141	0	371
4	8	98	10	10.8	500	-0.6	45.0	183	4.0	190	297	0.0	60.0	3.0	34.02	3.17	567	561	100	763.1	477.8	212	0	388
4	8	98	11	13.3	650	-0.7	38.0	139	5.0	200	311	0.0	60.0	0.0	40.14	3.17	793	665	107	879.2	566.6	274	0	406
